exact critical path: 
 
(time in ns) 
 
Node:			Time:
CHAN_Y	|	|(19,8).12	|500	|142400
CHAN_X	|	|(19,8).12	|500	|142900
CHAN_X	|	|(18,8).12	|500	|143400
CHAN_X	|	|(17,8).12	|500	|143900
CHAN_Y	|	|(16,9).12	|500	|144400
CHAN_X	|	|(16,9).12	|500	|144900
CHAN_Y	|	|(15,10).12	|500	|145400
CHAN_Y	|	|(15,11).12	|500	|145900
CHAN_X	|	|(15,11).12	|500	|146400
CHAN_X	|	|(14,11).12	|500	|146900
CHAN_Y	|	|(13,12).12	|500	|147400
CHAN_X	|	|(14,12).12	|500	|147900
CHAN_Y	|	|(14,13).12	|500	|148400
CHAN_Y	|	|(14,14).12	|500	|148900
CHAN_Y	|	|(14,15).12	|500	|149400
CHAN_Y	|	|(14,16).12	|500	|149900
CHAN_X	|	|(15,16).12	|500	|150400
CHAN_X	|	|(16,16).12	|500	|150900
CHAN_X	|	|(17,16).12	|500	|151400
CHAN_X	|	|(18,16).12	|500	|151900
CHAN_Y	|	|(18,17).12	|500	|152400
CHAN_Y	|	|(18,18).12	|500	|152900
CHAN_Y	|	|(18,19).12	|500	|153400
CHAN_Y	|	|(18,20).12	|500	|153900
CHAN_Y	|	|(18,21).12	|500	|154400
CHAN_Y	|	|(18,22).12	|500	|154900
CHAN_Y	|	|(18,23).12	|500	|155400
CHAN_Y	|	|(18,24).12	|500	|155900
CHAN_Y	|	|(18,25).12	|500	|156400
CHAN_Y	|	|(18,26).12	|500	|156900
I_Pin	|IPIN(18,26).3	|(18,26).3	|500	|157400
CLB(comb)	|n_n5231	|(18,26)	|17400	|174800
O_Pin	|OPIN(18,26)	|(18,26).1	|0	|174800
CHAN_Y	|	|(18,26).16	|500	|175300
CHAN_Y	|	|(18,25).16	|500	|175800
CHAN_Y	|	|(18,24).16	|500	|176300
CHAN_Y	|	|(18,23).16	|500	|176800
CHAN_Y	|	|(18,22).16	|500	|177300
CHAN_Y	|	|(18,21).16	|500	|177800
CHAN_Y	|	|(18,20).16	|500	|178300
CHAN_Y	|	|(18,19).16	|500	|178800
CHAN_Y	|	|(18,18).16	|500	|179300
CHAN_Y	|	|(18,17).16	|500	|179800
CHAN_Y	|	|(18,16).16	|500	|180300
CHAN_X	|	|(19,15).16	|500	|180800
CHAN_Y	|	|(19,15).16	|500	|181300
CHAN_Y	|	|(19,14).16	|500	|181800
CHAN_X	|	|(20,13).16	|500	|182300
CHAN_Y	|	|(20,13).16	|500	|182800
CHAN_X	|	|(21,12).16	|500	|183300
CHAN_X	|	|(22,12).16	|500	|183800
CHAN_Y	|	|(22,12).16	|500	|184300
CHAN_Y	|	|(22,11).16	|500	|184800
CHAN_Y	|	|(22,10).16	|500	|185300
CHAN_Y	|	|(22,9).16	|500	|185800
CHAN_X	|	|(23,8).16	|500	|186300
CHAN_X	|	|(24,8).16	|500	|186800
CHAN_X	|	|(25,8).16	|500	|187300
CHAN_X	|	|(26,8).16	|500	|187800
CHAN_Y	|	|(26,8).16	|500	|188300
CHAN_Y	|	|(26,7).16	|500	|188800
CHAN_Y	|	|(26,6).16	|500	|189300
CHAN_Y	|	|(26,5).16	|500	|189800
CHAN_X	|	|(27,4).16	|500	|190300
CHAN_X	|	|(28,4).16	|500	|190800
CHAN_X	|	|(29,4).16	|500	|191300
CHAN_X	|	|(30,4).16	|500	|191800
CHAN_Y	|	|(30,4).16	|500	|192300
CHAN_X	|	|(31,3).16	|500	|192800
CHAN_Y	|	|(31,3).16	|500	|193300
CHAN_X	|	|(32,2).16	|500	|193800
CHAN_X	|	|(33,2).16	|500	|194300
CHAN_X	|	|(34,2).16	|500	|194800
CHAN_X	|	|(35,2).16	|500	|195300
CHAN_X	|	|(36,2).16	|500	|195800
CHAN_Y	|	|(36,3).16	|500	|196300
CHAN_X	|	|(37,3).16	|500	|196800
CHAN_X	|	|(38,3).16	|500	|197300
CHAN_X	|	|(39,3).16	|500	|197800
CHAN_X	|	|(40,3).16	|500	|198300
CHAN_X	|	|(41,3).16	|500	|198800
CHAN_X	|	|(42,3).16	|500	|199300
CHAN_X	|	|(43,3).16	|500	|199800
CHAN_X	|	|(44,3).16	|500	|200300
CHAN_X	|	|(45,3).16	|500	|200800
CHAN_Y	|	|(45,3).16	|500	|201300
CHAN_X	|	|(46,2).16	|500	|201800
CHAN_X	|	|(47,2).16	|500	|202300
CHAN_X	|	|(48,2).16	|500	|202800
CHAN_Y	|	|(48,2).16	|500	|203300
CHAN_X	|	|(49,1).16	|500	|203800
CHAN_X	|	|(50,1).16	|500	|204300
CHAN_X	|	|(51,1).16	|500	|204800
CHAN_Y	|	|(51,1).16	|500	|205300
CHAN_X	|	|(52,0).16	|500	|205800
CHAN_X	|	|(53,0).16	|500	|206300
CHAN_X	|	|(54,0).16	|500	|206800
CHAN_X	|	|(55,0).16	|500	|207300
CHAN_X	|	|(56,0).16	|500	|207800
CHAN_X	|	|(57,0).16	|500	|208300
CHAN_X	|	|(58,0).16	|500	|208800
CHAN_X	|	|(59,0).16	|500	|209300
CHAN_X	|	|(60,0).16	|500	|209800
CHAN_X	|	|(61,0).16	|500	|210300
CHAN_X	|	|(62,0).16	|500	|210800
CHAN_X	|	|(63,0).16	|500	|211300
CHAN_X	|	|(64,0).16	|500	|211800
CHAN_X	|	|(65,0).16	|500	|212300
CHAN_X	|	|(66,0).16	|500	|212800
CHAN_Y	|	|(66,1).16	|500	|213300
CHAN_Y	|	|(66,2).16	|500	|213800
CHAN_Y	|	|(66,3).16	|500	|214300
CHAN_Y	|	|(66,4).16	|500	|214800
CHAN_Y	|	|(66,5).16	|500	|215300
CHAN_Y	|	|(66,6).16	|500	|215800
CHAN_Y	|	|(66,7).16	|500	|216300
CHAN_X	|	|(66,7).16	|500	|216800
CHAN_Y	|	|(65,8).16	|500	|217300
CHAN_Y	|	|(65,9).16	|500	|217800
CHAN_Y	|	|(65,10).16	|500	|218300
CHAN_Y	|	|(65,11).16	|500	|218800
CHAN_Y	|	|(65,12).16	|500	|219300
CHAN_Y	|	|(65,13).16	|500	|219800
CHAN_Y	|	|(65,14).16	|500	|220300
CHAN_X	|	|(66,14).16	|500	|220800
CHAN_X	|	|(67,14).16	|500	|221300
CHAN_X	|	|(68,14).16	|500	|221800
CHAN_Y	|	|(68,15).16	|500	|222300
CHAN_Y	|	|(68,16).16	|500	|222800
CHAN_Y	|	|(68,17).16	|500	|223300
CHAN_Y	|	|(68,18).16	|500	|223800
CHAN_Y	|	|(68,19).16	|500	|224300
CHAN_Y	|	|(68,20).16	|500	|224800
CHAN_Y	|	|(68,21).16	|500	|225300
CHAN_Y	|	|(68,22).16	|500	|225800
CHAN_Y	|	|(68,23).16	|500	|226300
CHAN_Y	|	|(68,24).16	|500	|226800
CHAN_Y	|	|(68,25).16	|500	|227300
CHAN_Y	|	|(68,26).16	|500	|227800
CHAN_X	|	|(68,26).16	|500	|228300
CHAN_Y	|	|(67,27).16	|500	|228800
CHAN_Y	|	|(67,28).16	|500	|229300
CHAN_Y	|	|(67,29).16	|500	|229800
CHAN_Y	|	|(67,30).16	|500	|230300
CHAN_Y	|	|(67,31).16	|500	|230800
CHAN_Y	|	|(67,32).16	|500	|231300
CHAN_Y	|	|(67,33).16	|500	|231800
CHAN_X	|	|(68,33).16	|500	|232300
CHAN_Y	|	|(68,34).16	|500	|232800
CHAN_X	|	|(68,34).16	|500	|233300
CHAN_Y	|	|(67,35).16	|500	|233800
CHAN_X	|	|(67,35).16	|500	|234300
CHAN_Y	|	|(66,36).16	|500	|234800
CHAN_Y	|	|(66,37).16	|500	|235300
CHAN_Y	|	|(66,38).16	|500	|235800
CHAN_Y	|	|(66,39).16	|500	|236300
CHAN_X	|	|(67,39).16	|500	|236800
CHAN_Y	|	|(67,40).16	|500	|237300
CHAN_X	|	|(67,40).16	|500	|237800
CHAN_Y	|	|(66,41).16	|500	|238300
CHAN_X	|	|(67,41).16	|500	|238800
CHAN_X	|	|(68,41).16	|500	|239300
CHAN_Y	|	|(68,42).16	|500	|239800
CHAN_X	|	|(68,42).16	|500	|240300
CHAN_Y	|	|(67,43).16	|500	|240800
CHAN_X	|	|(68,43).16	|500	|241300
CHAN_Y	|	|(68,44).16	|500	|241800
CHAN_Y	|	|(68,45).16	|500	|242300
CHAN_Y	|	|(68,46).16	|500	|242800
CHAN_Y	|	|(68,47).16	|500	|243300
CHAN_Y	|	|(68,48).16	|500	|243800
CHAN_Y	|	|(68,49).16	|500	|244300
CHAN_Y	|	|(68,50).16	|500	|244800
CHAN_Y	|	|(68,51).16	|500	|245300
CHAN_Y	|	|(68,52).16	|500	|245800
CHAN_X	|	|(68,52).16	|500	|246300
CHAN_Y	|	|(67,53).16	|500	|246800
CHAN_Y	|	|(67,54).16	|500	|247300
CHAN_X	|	|(67,54).16	|500	|247800
CHAN_Y	|	|(66,55).16	|500	|248300
CHAN_Y	|	|(66,56).16	|500	|248800
CHAN_Y	|	|(66,57).16	|500	|249300
CHAN_Y	|	|(66,58).16	|500	|249800
CHAN_Y	|	|(66,59).16	|500	|250300
CHAN_Y	|	|(66,60).16	|500	|250800
CHAN_Y	|	|(66,61).16	|500	|251300
CHAN_Y	|	|(66,62).16	|500	|251800
CHAN_Y	|	|(66,63).16	|500	|252300
CHAN_Y	|	|(66,64).16	|500	|252800
CHAN_X	|	|(66,64).16	|500	|253300
CHAN_X	|	|(65,64).16	|500	|253800
CHAN_Y	|	|(64,65).16	|500	|254300
CHAN_X	|	|(64,65).16	|500	|254800
CHAN_Y	|	|(63,66).16	|500	|255300
CHAN_Y	|	|(63,67).16	|500	|255800
CHAN_X	|	|(63,67).16	|500	|256300
CHAN_X	|	|(62,67).16	|500	|256800
CHAN_Y	|	|(61,68).16	|500	|257300
CHAN_X	|	|(61,68).16	|500	|257800
CHAN_X	|	|(60,68).16	|500	|258300
CHAN_X	|	|(59,68).16	|500	|258800
CHAN_X	|	|(58,68).16	|500	|259300
CHAN_Y	|	|(57,68).16	|500	|259800
CHAN_Y	|	|(57,67).16	|500	|260300
CHAN_X	|	|(57,66).16	|500	|260800
CHAN_X	|	|(56,66).16	|500	|261300
CHAN_X	|	|(55,66).16	|500	|261800
CHAN_X	|	|(54,66).16	|500	|262300
CHAN_X	|	|(53,66).16	|500	|262800
CHAN_Y	|	|(52,67).16	|500	|263300
CHAN_X	|	|(52,67).16	|500	|263800
CHAN_Y	|	|(51,67).16	|500	|264300
CHAN_Y	|	|(51,66).16	|500	|264800
CHAN_Y	|	|(51,65).16	|500	|265300
CHAN_X	|	|(51,64).16	|500	|265800
I_Pin	|IPIN(51,64).2	|(51,64).2	|500	|266300
CLB(comb)	|o_19_	|(51,64)	|900	|267200
O_Pin	|OPIN(51,64)	|(51,64).1	|0	|267200
CHAN_Y	|	|(51,64).17	|500	|267700
CHAN_Y	|	|(51,65).17	|500	|268200
CHAN_Y	|	|(51,66).17	|500	|268700
CHAN_Y	|	|(51,67).17	|500	|269200
CHAN_Y	|	|(51,68).17	|500	|269700
CHAN_X	|	|(51,68).17	|500	|270200
I_Pin	|IPIN(51,69).0	|(51,69).0	|500	|270700
Out_Block	|out:o_19_	|(51,69).0	|300	|271000
