

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[47]	-0-	69	0	1	109	10	0	1
[50]	-0-	104	0	1	144	10	0	1
[134]	-0-	15	0	0	20	1	1	0
[53]	-0-	54	0	1	80	7	0	1
[56]	-0-	105	0	1	145	10	0	1
[86]	-0-	3	0	0	8	1	1	0
[59]	-0-	79	0	1	119	10	0	1
[130]	-0-	5	0	0	10	1	1	0
[39]	-0-	125	0	1	165	10	0	1
[41]	-0-	84	0	1	124	10	0	1
[44]	-0-	94	0	1	134	10	0	1
[46]	-0-	106	0	1	154	13	0	1
[104]	-0-	2	0	0	3	0	1	0
[1]	-0-	1	0	0	2	0	1	0
[1]	-1-	0	0	0	1	0	1	0
[150]	-0-	1	0	0	2	0	1	0
[10]	-0-	1	0	0	2	0	1	0
[10]	-1-	0	0	0	1	0	1	0
[13]	-0-	2	0	0	3	0	1	0
[112]	-0-	11	0	0	16	1	1	0
[72]	-0-	6	0	0	11	1	1	0
[78]	-0-	3	0	0	8	1	1	0
[62]	-0-	43	0	1	64	5	0	1
[140]	-0-	13	0	0	18	1	1	0
[64]	-0-	9	0	0	14	1	1	0
[15]	-0-	0	0	0	1	0	1	0
[303]	-0-	0	0	0	1	0	1	0
[23]	-0-	3	0	0	4	0	1	0
[20]	-0-	0	0	0	1	0	1	0
[27]	-0-	0	0	0	1	0	1	0
[27]	-1-	1	0	0	2	0	1	0
[27]	-2-	1	0	0	2	0	1	0
[3]	-0-	0	0	0	1	0	1	0
[12]	-0-	0	0	0	1	0	1	0
[9]	-0-	2	0	0	3	0	1	0
[17]	-0-	1	0	0	2	0	1	0
[35]	-0-	51	0	1	74	6	0	1
[37]	-0-	75	0	1	114	10	0	1
[48]	-0-	53	0	1	78	6	0	1
[51]	-0-	77	0	1	113	9	0	1
[63]	-0-	42	0	1	68	7	0	1
[57]	-0-	70	0	1	106	9	0	1
[54]	-0-	59	0	1	95	9	0	1
[40]	-0-	73	0	1	109	9	0	1
[60]	-0-	61	0	1	97	9	0	1
[45]	-0-	63	0	1	99	9	0	1
[42]	-0-	53	0	1	89	9	0	1
[2]	-0-	0	0	0	1	0	1	0
[5]	-0-	0	0	0	1	0	1	0
[310]	-0-	0	0	0	1	0	1	0
[317]	-0-	0	0	0	1	0	1	0
[279]	-0-	14	0	0	15	0	1	0
[279]	-1-	1	0	0	2	0	1	0
[279]	-2-	1	0	0	2	0	1	0
[279]	-3-	1	0	0	2	0	1	0
[279]	-4-	0	0	0	1	0	1	0
[279]	-5-	6	0	0	7	0	1	0
[279]	-6-	1	0	0	2	0	1	0
[279]	-7-	0	0	0	1	0	1	0
[279]	-8-	2	0	0	3	0	1	0
[279]	-9-	0	0	0	1	0	1	0
[279]	-10-	1	0	0	2	0	1	0
[279]	-11-	0	0	0	1	0	1	0
[279]	-12-	0	0	0	1	0	1	0
[0]	-0-	0	0	0	1	0	1	0
[0]	-1-	0	0	0	1	0	1	0
[0]	-2-	0	0	0	1	0	1	0
[106]	-0-	0	0	0	1	0	1	0
[14]	-0-	0	0	0	1	0	1	0
[14]	-1-	8	0	0	9	0	1	0
[114]	-0-	2	0	0	3	0	1	0
[11]	-0-	0	0	0	1	0	1	0
[11]	-1-	0	0	0	1	0	1	0
[7]	-0-	0	0	0	1	0	1	0
[152]	-0-	1	0	0	2	0	1	0
[316]	-0-	0	0	0	1	0	1	0
[284]	-0-	0	0	0	1	0	1	0
[282]	-0-	0	0	0	1	0	1	0
[307]	-0-	0	0	0	1	0	1	0
[315]	-0-	0	0	0	1	0	1	0
[311]	-0-	0	0	0	1	0	1	0
[314]	-0-	0	0	0	1	0	1	0
[146]	-0-	1	0	0	2	0	1	0
[82]	-0-	1	0	0	2	0	1	0
[88]	-0-	0	0	0	1	0	1	0
[68]	-0-	0	0	0	1	0	1	0
[74]	-0-	0	0	0	1	0	1	0
[122]	-0-	0	0	0	1	0	1	0
[144]	-0-	2	0	0	3	0	1	0
[148]	-0-	2	0	0	3	0	1	0
[100]	-0-	1	0	0	2	0	1	0
[110]	-0-	17	0	0	22	1	1	0
[138]	-0-	4	0	0	5	0	1	0
[92]	-0-	2	0	0	3	0	1	0
[126]	-0-	1	0	0	2	0	1	0
[98]	-0-	0	0	0	1	0	1	0
[96]	-0-	1	0	0	2	0	1	0
[102]	-0-	8	0	0	13	1	1	0
[118]	-0-	12	0	0	17	1	1	0
[124]	-0-	5	0	0	10	1	1	0
[94]	-0-	17	0	0	22	1	1	0
[66]	-0-	10	0	0	15	1	1	0
[80]	-0-	8	0	0	13	1	1	0
[136]	-0-	9	0	0	14	1	1	0
[120]	-0-	1	0	0	2	0	1	0
[128]	-0-	1	0	0	2	0	1	0
[132]	-0-	20	0	0	25	1	1	0
[90]	-0-	2	0	0	3	0	1	0
[84]	-0-	1	0	0	2	0	1	0
[154]	-0-	6	0	0	11	1	1	0
[142]	-0-	12	0	0	17	1	1	0
[76]	-0-	1	0	0	2	0	1	0
[116]	-0-	3	0	0	4	0	1	0
[70]	-0-	0	0	0	1	0	1	0
[156]	-0-	0	0	0	1	0	1	0
[108]	-0-	2	0	0	3	0	1	0
[281]	-0-	0	0	0	1	0	1	0
[281]	-1-	0	0	0	1	0	1	0
[281]	-2-	0	0	0	1	0	1	0
[281]	-3-	0	0	0	1	0	1	0
[281]	-4-	0	0	0	1	0	1	0
[281]	-5-	0	0	0	1	0	1	0
[281]	-6-	0	0	0	1	0	1	0
[281]	-7-	0	0	0	1	0	1	0
[36]	-0-	57	0	1	89	8	0	1
[49]	-0-	86	0	1	115	8	0	1
[58]	-0-	71	0	1	94	7	0	1
[43]	-0-	52	0	1	71	5	0	1
[52]	-0-	36	0	1	62	7	0	1
[55]	-0-	55	0	1	87	8	0	1
[61]	-0-	72	0	1	104	8	0	1
[280]	-0-	5	0	0	6	0	1	0
[280]	-1-	1	0	0	2	0	1	0
[280]	-2-	3	0	0	4	0	1	0
[280]	-3-	1	0	0	2	0	1	0
[280]	-4-	0	0	0	1	0	1	0
---	---	---	---	---	---	---	---	---
[all]		4631	33	30	6405	424	189	90
