exact critical path: 
 
(time in ns) 
 
Node:			Time:
CHAN_X	|	|(22,43).10	|500	|164500
CHAN_Y	|	|(22,43).10	|500	|165000
CHAN_Y	|	|(22,42).10	|500	|165500
CHAN_Y	|	|(22,41).10	|500	|166000
CHAN_Y	|	|(22,40).10	|500	|166500
CHAN_Y	|	|(22,39).10	|500	|167000
CHAN_Y	|	|(22,38).10	|500	|167500
CHAN_X	|	|(23,37).10	|500	|168000
I_Pin	|IPIN(23,37).2	|(23,37).2	|500	|168500
CLB(comb)	|n_n2793	|(23,37)	|900	|169400
O_Pin	|OPIN(23,37)	|(23,37).1	|0	|169400
CHAN_X	|	|(23,36).5	|500	|169900
CHAN_Y	|	|(23,36).5	|500	|170400
CHAN_Y	|	|(23,35).5	|500	|170900
CHAN_Y	|	|(23,34).5	|500	|171400
CHAN_Y	|	|(23,33).5	|500	|171900
CHAN_Y	|	|(23,32).5	|500	|172400
CHAN_Y	|	|(23,31).5	|500	|172900
CHAN_Y	|	|(23,30).5	|500	|173400
CHAN_Y	|	|(23,29).5	|500	|173900
CHAN_X	|	|(24,28).5	|500	|174400
CHAN_X	|	|(25,28).5	|500	|174900
CHAN_Y	|	|(25,28).5	|500	|175400
CHAN_Y	|	|(25,27).5	|500	|175900
CHAN_Y	|	|(25,26).5	|500	|176400
CHAN_Y	|	|(25,25).5	|500	|176900
CHAN_Y	|	|(25,24).5	|500	|177400
CHAN_Y	|	|(25,23).5	|500	|177900
CHAN_Y	|	|(25,22).5	|500	|178400
CHAN_X	|	|(25,21).5	|500	|178900
CHAN_Y	|	|(24,21).5	|500	|179400
CHAN_Y	|	|(24,20).5	|500	|179900
CHAN_Y	|	|(24,19).5	|500	|180400
CHAN_Y	|	|(24,18).5	|500	|180900
CHAN_Y	|	|(24,17).5	|500	|181400
CHAN_Y	|	|(24,16).5	|500	|181900
CHAN_Y	|	|(24,15).5	|500	|182400
CHAN_X	|	|(24,14).5	|500	|182900
I_Pin	|IPIN(24,14).2	|(24,14).2	|500	|183400
CLB(comb)	|n_n2789	|(24,14)	|900	|184300
O_Pin	|OPIN(24,14)	|(24,14).1	|0	|184300
CHAN_X	|	|(24,13).1	|500	|184800
I_Pin	|IPIN(24,13).2	|(24,13).2	|500	|185300
CLB(comb)	|o_16_	|(24,13)	|42900	|228200
O_Pin	|OPIN(24,13)	|(24,13).1	|0	|228200
CHAN_Y	|	|(24,13).15	|500	|228700
CHAN_Y	|	|(24,12).15	|500	|229200
CHAN_X	|	|(25,11).15	|500	|229700
CHAN_Y	|	|(25,11).15	|500	|230200
CHAN_Y	|	|(25,10).15	|500	|230700
CHAN_Y	|	|(25,9).15	|500	|231200
CHAN_Y	|	|(25,8).15	|500	|231700
CHAN_Y	|	|(25,7).15	|500	|232200
CHAN_Y	|	|(25,6).15	|500	|232700
CHAN_Y	|	|(25,5).15	|500	|233200
CHAN_Y	|	|(25,4).15	|500	|233700
CHAN_Y	|	|(25,3).15	|500	|234200
CHAN_Y	|	|(25,2).15	|500	|234700
CHAN_Y	|	|(25,1).15	|500	|235200
CHAN_X	|	|(25,0).15	|500	|235700
CHAN_X	|	|(24,0).15	|500	|236200
I_Pin	|IPIN(24,0).0	|(24,0).0	|500	|236700
Out_Block	|out:o_16_	|(24,0).0	|300	|237000
