

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[110]	-0-	58	0	1	94	9	0	1
[265]	-0-	55	0	1	91	9	0	1
[113]	-0-	58	0	1	94	9	0	1
[342]	-0-	0	0	0	1	0	1	0
[539]	-0-	1	0	0	2	0	1	0
[291]	-0-	0	0	0	1	0	1	0
[317]	-0-	2	0	0	3	0	1	0
[120]	-0-	7	0	0	8	0	1	0
[120]	-1-	3	0	0	4	0	1	0
[120]	-2-	2	0	0	3	0	1	0
[120]	-3-	0	0	0	1	0	1	0
[120]	-4-	0	0	0	1	0	1	0
[120]	-5-	2	0	0	3	0	1	0
[120]	-6-	0	0	0	1	0	1	0
[120]	-7-	0	0	0	1	0	1	0
[120]	-8-	1	0	0	2	0	1	0
[120]	-9-	1	0	0	2	0	1	0
[120]	-10-	0	0	0	1	0	1	0
[120]	-11-	2	0	0	3	0	1	0
[120]	-12-	1	0	0	2	0	1	0
[93]	-0-	0	0	0	1	0	1	0
[93]	-1-	0	0	0	1	0	1	0
[93]	-2-	0	0	0	1	0	1	0
[179]	-0-	0	0	0	1	0	1	0
[74]	-0-	0	0	0	1	0	1	0
[74]	-1-	1	0	0	2	0	1	0
[506]	-0-	2	0	0	3	0	1	0
[41]	-0-	1	0	0	2	0	1	0
[41]	-1-	0	0	0	1	0	1	0
[11]	-0-	2	0	0	3	0	1	0
[498]	-0-	1	0	0	2	0	1	0
[89]	-0-	0	0	0	1	0	1	0
[212]	-0-	1	0	0	2	0	1	0
[267]	-0-	0	0	0	1	0	1	0
[333]	-0-	1	0	0	2	0	1	0
[35]	-0-	0	0	0	1	0	1	0
[176]	-0-	0	0	0	1	0	1	0
[136]	-0-	1	0	0	2	0	1	0
[286]	-0-	1	0	0	2	0	1	0
[137]	-0-	1	0	0	2	0	1	0
[473]	-0-	0	0	0	1	0	1	0
[139]	-0-	1	0	0	2	0	1	0
[331]	-0-	2	0	0	3	0	1	0
[106]	-0-	0	0	0	1	0	1	0
[124]	-0-	2	0	0	3	0	1	0
[351]	-0-	2	0	0	3	0	1	0
[474]	-0-	0	0	0	1	0	1	0
[435]	-0-	7	0	0	12	1	1	0
[214]	-0-	3	0	0	4	0	1	0
[467]	-0-	3	0	0	4	0	1	0
[156]	-0-	0	0	0	1	0	1	0
[180]	-0-	1	0	0	2	0	1	0
[79]	-0-	0	0	0	1	0	1	0
[513]	-0-	5	0	0	10	1	1	0
[359]	-0-	12	0	0	17	1	1	0
[206]	-0-	11	0	0	16	1	1	0
[163]	-0-	20	0	0	25	1	1	0
[85]	-0-	11	0	0	16	1	1	0
[231]	-0-	12	0	0	17	1	1	0
[521]	-0-	10	0	0	15	1	1	0
[263]	-0-	2	0	0	3	0	1	0
[258]	-0-	0	0	0	1	0	1	0
[269]	-0-	10	0	0	15	1	1	0
[309]	-0-	2	0	0	3	0	1	0
[192]	-0-	1	0	0	2	0	1	0
[213]	-0-	2	0	0	7	1	1	0
[374]	-0-	8	0	0	13	1	1	0
[160]	-0-	1	0	0	2	0	1	0
[324]	-0-	2	0	0	3	0	1	0
[188]	-0-	0	0	0	1	0	1	0
[491]	-0-	0	0	0	1	0	1	0
[216]	-0-	0	0	0	1	0	1	0
[47]	-0-	0	0	0	1	0	1	0
[47]	-1-	0	0	0	1	0	1	0
[47]	-2-	0	0	0	1	0	1	0
[47]	-3-	0	0	0	1	0	1	0
[47]	-4-	0	0	0	1	0	1	0
[47]	-5-	0	0	0	1	0	1	0
[47]	-6-	0	0	0	1	0	1	0
[47]	-7-	0	0	0	1	0	1	0
[203]	-0-	62	0	1	94	8	0	1
[13]	-0-	74	0	1	103	8	0	1
[332]	-0-	59	0	1	82	7	0	1
[389]	-0-	81	0	1	100	5	0	1
[356]	-0-	41	0	1	67	7	0	1
[470]	-0-	63	0	1	95	8	0	1
[122]	-0-	58	0	1	90	8	0	1
[301]	-0-	4	0	0	5	0	1	0
[301]	-1-	0	0	0	1	0	1	0
[301]	-2-	1	0	0	2	0	1	0
[301]	-3-	1	0	0	2	0	1	0
[301]	-4-	0	0	0	1	0	1	0
---	---	---	---	---	---	---	---	---
[all]		4761	33	30	6535	424	189	90
