exact critical path: 
 
(time in ns) 
 
Node:			Time:
CHAN_Y	|	|(17,17).7	|500	|177700
I_Pin	|IPIN(17,17).3	|(17,17).3	|500	|178200
CLB(comb)	|n_1068	|(17,17)	|900	|179100
O_Pin	|OPIN(17,17)	|(17,17).1	|0	|179100
CHAN_Y	|	|(17,17).2	|500	|179600
CHAN_Y	|	|(17,18).2	|500	|180100
CHAN_Y	|	|(17,19).2	|500	|180600
CHAN_Y	|	|(17,20).2	|500	|181100
CHAN_X	|	|(17,20).2	|500	|181600
CHAN_X	|	|(16,20).2	|500	|182100
I_Pin	|IPIN(16,20).2	|(16,20).2	|500	|182600
CLB(comb)	|n_1071	|(16,20)	|900	|183500
O_Pin	|OPIN(16,20)	|(16,20).1	|0	|183500
CHAN_Y	|	|(16,20).5	|500	|184000
CHAN_X	|	|(16,20).5	|500	|184500
CHAN_Y	|	|(15,21).5	|500	|185000
CHAN_Y	|	|(15,22).5	|500	|185500
CHAN_X	|	|(15,22).5	|500	|186000
CHAN_Y	|	|(14,22).5	|500	|186500
CHAN_X	|	|(14,21).5	|500	|187000
CHAN_X	|	|(13,21).5	|500	|187500
CHAN_Y	|	|(12,21).5	|500	|188000
CHAN_Y	|	|(12,20).5	|500	|188500
CHAN_Y	|	|(12,19).5	|500	|189000
CHAN_X	|	|(12,18).5	|500	|189500
CHAN_X	|	|(11,18).5	|500	|190000
I_Pin	|IPIN(11,18).2	|(11,18).2	|500	|190500
CLB(comb)	|n_1074	|(11,18)	|900	|191400
O_Pin	|OPIN(11,18)	|(11,18).1	|0	|191400
CHAN_X	|	|(11,17).6	|500	|191900
CHAN_X	|	|(10,17).6	|500	|192400
CHAN_Y	|	|(9,18).6	|500	|192900
I_Pin	|IPIN(9,18).3	|(9,18).3	|500	|193400
CLB(comb)	|n_1077	|(9,18)	|900	|194300
O_Pin	|OPIN(9,18)	|(9,18).1	|0	|194300
CHAN_Y	|	|(9,18).3	|500	|194800
CHAN_X	|	|(9,18).3	|500	|195300
CHAN_X	|	|(8,18).3	|500	|195800
I_Pin	|IPIN(8,19).0	|(8,19).0	|500	|196300
CLB(comb)	|n_1080	|(8,19)	|900	|197200
O_Pin	|OPIN(8,19)	|(8,19).1	|0	|197200
CHAN_Y	|	|(8,19).0	|500	|197700
CHAN_Y	|	|(8,20).0	|500	|198200
CHAN_X	|	|(9,20).0	|500	|198700
CHAN_Y	|	|(9,21).0	|500	|199200
CHAN_X	|	|(10,21).0	|500	|199700
CHAN_Y	|	|(10,21).0	|500	|200200
CHAN_X	|	|(11,20).0	|500	|200700
CHAN_X	|	|(12,20).0	|500	|201200
CHAN_X	|	|(13,20).0	|500	|201700
CHAN_X	|	|(14,20).0	|500	|202200
CHAN_X	|	|(15,20).0	|500	|202700
CHAN_X	|	|(16,20).0	|500	|203200
CHAN_X	|	|(17,20).0	|500	|203700
CHAN_X	|	|(18,20).0	|500	|204200
CHAN_Y	|	|(18,20).0	|500	|204700
I_Pin	|IPIN(18,20).3	|(18,20).3	|500	|205200
CLB(comb)	|[653]	|(18,20)	|900	|206100
O_Pin	|OPIN(18,20)	|(18,20).1	|0	|206100
CHAN_Y	|	|(18,20).7	|500	|206600
CHAN_X	|	|(19,20).7	|500	|207100
CHAN_X	|	|(20,20).7	|500	|207600
CHAN_X	|	|(21,20).7	|500	|208100
CHAN_Y	|	|(21,20).7	|500	|208600
CHAN_Y	|	|(21,19).7	|500	|209100
CHAN_Y	|	|(21,18).7	|500	|209600
CHAN_Y	|	|(21,17).7	|500	|210100
CHAN_Y	|	|(21,16).7	|500	|210600
CHAN_X	|	|(21,15).7	|500	|211100
CHAN_Y	|	|(20,15).7	|500	|211600
CHAN_X	|	|(21,14).7	|500	|212100
I_Pin	|IPIN(21,14).2	|(21,14).2	|500	|212600
CLB(comb)	|n_1089	|(21,14)	|900	|213500
O_Pin	|OPIN(21,14)	|(21,14).1	|0	|213500
CHAN_X	|	|(21,13).6	|500	|214000
CHAN_X	|	|(20,13).6	|500	|214500
I_Pin	|IPIN(20,13).2	|(20,13).2	|500	|215000
CLB(comb)	|n_1092	|(20,13)	|900	|215900
O_Pin	|OPIN(20,13)	|(20,13).1	|0	|215900
CHAN_Y	|	|(20,13).6	|500	|216400
CHAN_Y	|	|(20,12).6	|500	|216900
CHAN_X	|	|(21,11).6	|500	|217400
CHAN_X	|	|(20,11).6	|500	|217900
CHAN_X	|	|(19,11).6	|500	|218400
CHAN_Y	|	|(18,11).6	|500	|218900
I_Pin	|IPIN(18,11).3	|(18,11).3	|500	|219400
CLB(comb)	|n_1095	|(18,11)	|900	|220300
O_Pin	|OPIN(18,11)	|(18,11).1	|0	|220300
CHAN_Y	|	|(18,11).1	|500	|220800
CHAN_X	|	|(18,11).1	|500	|221300
CHAN_Y	|	|(17,11).1	|500	|221800
CHAN_Y	|	|(17,10).1	|500	|222300
CHAN_X	|	|(17,9).1	|500	|222800
CHAN_X	|	|(16,9).1	|500	|223300
CHAN_X	|	|(15,9).1	|500	|223800
CHAN_X	|	|(14,9).1	|500	|224300
CHAN_X	|	|(13,9).1	|500	|224800
CHAN_Y	|	|(12,9).1	|500	|225300
I_Pin	|IPIN(13,9).1	|(13,9).1	|500	|225800
CLB(comb)	|n_1098	|(13,9)	|900	|226700
O_Pin	|OPIN(13,9)	|(13,9).1	|0	|226700
CHAN_X	|	|(13,8).4	|500	|227200
CHAN_Y	|	|(12,8).4	|500	|227700
CHAN_X	|	|(12,7).4	|500	|228200
CHAN_X	|	|(11,7).4	|500	|228700
CHAN_Y	|	|(10,7).4	|500	|229200
CHAN_Y	|	|(10,6).4	|500	|229700
CHAN_X	|	|(11,5).4	|500	|230200
I_Pin	|IPIN(11,6).0	|(11,6).0	|500	|230700
CLB(comb)	|n_1101	|(11,6)	|900	|231600
O_Pin	|OPIN(11,6)	|(11,6).1	|0	|231600
CHAN_X	|	|(11,5).0	|500	|232100
CHAN_X	|	|(10,5).0	|500	|232600
CHAN_Y	|	|(9,6).0	|500	|233100
CHAN_Y	|	|(9,7).0	|500	|233600
CHAN_Y	|	|(9,8).0	|500	|234100
CHAN_Y	|	|(9,9).0	|500	|234600
CHAN_Y	|	|(9,10).0	|500	|235100
CHAN_X	|	|(9,10).0	|500	|235600
CHAN_Y	|	|(8,11).0	|500	|236100
CHAN_Y	|	|(8,12).0	|500	|236600
CHAN_X	|	|(8,12).0	|500	|237100
CHAN_Y	|	|(7,13).0	|500	|237600
CHAN_Y	|	|(7,14).0	|500	|238100
CHAN_X	|	|(8,14).0	|500	|238600
CHAN_Y	|	|(8,15).0	|500	|239100
CHAN_Y	|	|(8,16).0	|500	|239600
CHAN_Y	|	|(8,17).0	|500	|240100
CHAN_X	|	|(8,16).0	|500	|240600
CHAN_X	|	|(7,16).0	|500	|241100
CHAN_Y	|	|(6,17).0	|500	|241600
CHAN_Y	|	|(6,18).0	|500	|242100
CHAN_X	|	|(6,18).0	|500	|242600
CHAN_Y	|	|(5,19).0	|500	|243100
I_Pin	|IPIN(6,19).1	|(6,19).1	|500	|243600
CLB(comb)	|n_1104	|(6,19)	|900	|244500
O_Pin	|OPIN(6,19)	|(6,19).1	|0	|244500
CHAN_X	|	|(6,18).2	|500	|245000
CHAN_Y	|	|(5,18).2	|500	|245500
CHAN_Y	|	|(5,17).2	|500	|246000
CHAN_Y	|	|(5,16).2	|500	|246500
CHAN_Y	|	|(5,15).2	|500	|247000
CHAN_Y	|	|(5,14).2	|500	|247500
I_Pin	|IPIN(5,14).3	|(5,14).3	|500	|248000
CLB(comb)	|n_1107	|(5,14)	|900	|248900
O_Pin	|OPIN(5,14)	|(5,14).1	|0	|248900
CHAN_X	|	|(5,13).6	|500	|249400
CHAN_Y	|	|(5,13).6	|500	|249900
I_Pin	|IPIN(6,13).1	|(6,13).1	|500	|250400
CLB(comb)	|n_1110	|(6,13)	|900	|251300
O_Pin	|OPIN(6,13)	|(6,13).1	|0	|251300
CHAN_Y	|	|(6,13).1	|500	|251800
CHAN_Y	|	|(6,14).1	|500	|252300
CHAN_Y	|	|(6,15).1	|500	|252800
CHAN_Y	|	|(6,16).1	|500	|253300
CHAN_X	|	|(6,16).1	|500	|253800
CHAN_Y	|	|(5,17).1	|500	|254300
I_Pin	|IPIN(5,17).3	|(5,17).3	|500	|254800
CLB(comb)	|n_1113	|(5,17)	|900	|255700
O_Pin	|OPIN(5,17)	|(5,17).1	|0	|255700
CHAN_X	|	|(5,16).1	|500	|256200
CHAN_Y	|	|(4,17).1	|500	|256700
CHAN_Y	|	|(4,18).1	|500	|257200
CHAN_X	|	|(5,18).1	|500	|257700
CHAN_Y	|	|(5,19).1	|500	|258200
CHAN_Y	|	|(5,20).1	|500	|258700
CHAN_Y	|	|(5,21).1	|500	|259200
CHAN_X	|	|(5,20).1	|500	|259700
I_Pin	|IPIN(5,21).0	|(5,21).0	|500	|260200
CLB(comb)	|[623]	|(5,21)	|900	|261100
O_Pin	|OPIN(5,21)	|(5,21).1	|0	|261100
CHAN_X	|	|(5,20).0	|500	|261600
CHAN_Y	|	|(4,20).0	|500	|262100
CHAN_X	|	|(4,19).0	|500	|262600
CHAN_X	|	|(3,19).0	|500	|263100
CHAN_Y	|	|(2,19).0	|500	|263600
CHAN_X	|	|(2,18).0	|500	|264100
CHAN_X	|	|(1,18).0	|500	|264600
CHAN_Y	|	|(0,18).0	|500	|265100
CHAN_X	|	|(1,17).0	|500	|265600
CHAN_Y	|	|(1,17).0	|500	|266100
CHAN_Y	|	|(1,16).0	|500	|266600
CHAN_Y	|	|(1,15).0	|500	|267100
CHAN_Y	|	|(1,14).0	|500	|267600
CHAN_X	|	|(2,13).0	|500	|268100
CHAN_Y	|	|(2,13).0	|500	|268600
CHAN_Y	|	|(2,12).0	|500	|269100
CHAN_X	|	|(3,11).0	|500	|269600
CHAN_Y	|	|(3,11).0	|500	|270100
I_Pin	|IPIN(3,11).3	|(3,11).3	|500	|270600
CLB(comb)	|n_1122	|(3,11)	|900	|271500
O_Pin	|OPIN(3,11)	|(3,11).1	|0	|271500
CHAN_X	|	|(3,10).3	|500	|272000
CHAN_Y	|	|(2,10).3	|500	|272500
CHAN_Y	|	|(2,9).3	|500	|273000
CHAN_Y	|	|(2,8).3	|500	|273500
CHAN_Y	|	|(2,7).3	|500	|274000
CHAN_Y	|	|(2,6).3	|500	|274500
CHAN_Y	|	|(2,5).3	|500	|275000
CHAN_Y	|	|(2,4).3	|500	|275500
CHAN_Y	|	|(2,3).3	|500	|276000
CHAN_X	|	|(3,2).3	|500	|276500
CHAN_X	|	|(4,2).3	|500	|277000
CHAN_Y	|	|(4,3).3	|500	|277500
CHAN_X	|	|(5,3).3	|500	|278000
CHAN_X	|	|(6,3).3	|500	|278500
CHAN_X	|	|(7,3).3	|500	|279000
CHAN_X	|	|(8,3).3	|500	|279500
CHAN_X	|	|(9,3).3	|500	|280000
CHAN_Y	|	|(9,4).3	|500	|280500
CHAN_X	|	|(10,4).3	|500	|281000
CHAN_X	|	|(11,4).3	|500	|281500
CHAN_Y	|	|(11,5).3	|500	|282000
CHAN_X	|	|(12,5).3	|500	|282500
CHAN_Y	|	|(12,6).3	|500	|283000
CHAN_X	|	|(12,6).3	|500	|283500
CHAN_Y	|	|(11,7).3	|500	|284000
CHAN_X	|	|(12,7).3	|500	|284500
I_Pin	|IPIN(12,8).0	|(12,8).0	|500	|285000
CLB(comb)	|[614]	|(12,8)	|900	|285900
O_Pin	|OPIN(12,8)	|(12,8).1	|0	|285900
CHAN_Y	|	|(12,8).7	|500	|286400
CHAN_Y	|	|(12,9).7	|500	|286900
CHAN_Y	|	|(12,10).7	|500	|287400
CHAN_X	|	|(13,10).7	|500	|287900
CHAN_X	|	|(14,10).7	|500	|288400
CHAN_X	|	|(15,10).7	|500	|288900
CHAN_X	|	|(16,10).7	|500	|289400
CHAN_X	|	|(17,10).7	|500	|289900
CHAN_Y	|	|(17,10).7	|500	|290400
CHAN_Y	|	|(17,9).7	|500	|290900
CHAN_Y	|	|(17,8).7	|500	|291400
CHAN_X	|	|(18,7).7	|500	|291900
CHAN_Y	|	|(18,7).7	|500	|292400
CHAN_Y	|	|(18,6).7	|500	|292900
CHAN_Y	|	|(18,5).7	|500	|293400
CHAN_Y	|	|(18,4).7	|500	|293900
CHAN_X	|	|(18,3).7	|500	|294400
CHAN_X	|	|(17,3).7	|500	|294900
CHAN_Y	|	|(16,4).7	|500	|295400
I_Pin	|IPIN(16,4).3	|(16,4).3	|500	|295900
CLB(comb)	|p_151	|(16,4)	|900	|296800
O_Pin	|OPIN(16,4)	|(16,4).1	|0	|296800
CHAN_X	|	|(16,3).0	|500	|297300
CHAN_Y	|	|(16,3).0	|500	|297800
CHAN_Y	|	|(16,2).0	|500	|298300
CHAN_Y	|	|(16,1).0	|500	|298800
CHAN_X	|	|(16,0).0	|500	|299300
CHAN_X	|	|(15,0).0	|500	|299800
I_Pin	|IPIN(15,0).1	|(15,0).1	|500	|300300
Out_Block	|out:p_151	|(15,0).1	|300	|300600
