

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[110]	-0-	83	0	1	119	9	0	1
[265]	-0-	96	0	1	132	9	0	1
[113]	-0-	106	0	1	142	9	0	1
[342]	-0-	5	0	0	6	0	1	0
[539]	-0-	1	0	0	2	0	1	0
[291]	-0-	1	0	0	2	0	1	0
[317]	-0-	0	0	0	1	0	1	0
[120]	-0-	1	0	0	2	0	1	0
[120]	-1-	4	0	0	5	0	1	0
[120]	-2-	3	0	0	4	0	1	0
[120]	-3-	0	0	0	1	0	1	0
[120]	-4-	2	0	0	3	0	1	0
[120]	-5-	4	0	0	5	0	1	0
[120]	-6-	0	0	0	1	0	1	0
[120]	-7-	0	0	0	1	0	1	0
[120]	-8-	0	0	0	1	0	1	0
[120]	-9-	7	0	0	8	0	1	0
[120]	-10-	1	0	0	2	0	1	0
[120]	-11-	1	0	0	2	0	1	0
[120]	-12-	0	0	0	1	0	1	0
[93]	-0-	1	0	0	2	0	1	0
[93]	-1-	0	0	0	1	0	1	0
[93]	-2-	1	0	0	2	0	1	0
[179]	-0-	2	0	0	3	0	1	0
[74]	-0-	0	0	0	1	0	1	0
[74]	-1-	0	0	0	1	0	1	0
[506]	-0-	2	0	0	3	0	1	0
[41]	-0-	1	0	0	2	0	1	0
[41]	-1-	24	0	0	25	0	1	0
[11]	-0-	0	0	0	1	0	1	0
[498]	-0-	2	0	0	3	0	1	0
[89]	-0-	0	0	0	1	0	1	0
[212]	-0-	0	0	0	1	0	1	0
[267]	-0-	1	0	0	2	0	1	0
[333]	-0-	1	0	0	2	0	1	0
[35]	-0-	0	0	0	1	0	1	0
[176]	-0-	1	0	0	2	0	1	0
[136]	-0-	0	0	0	1	0	1	0
[286]	-0-	3	0	0	4	0	1	0
[137]	-0-	2	0	0	3	0	1	0
[473]	-0-	1	0	0	2	0	1	0
[139]	-0-	1	0	0	2	0	1	0
[331]	-0-	1	0	0	2	0	1	0
[106]	-0-	2	0	0	3	0	1	0
[124]	-0-	0	0	0	1	0	1	0
[351]	-0-	1	0	0	2	0	1	0
[474]	-0-	3	0	0	4	0	1	0
[435]	-0-	5	0	0	10	1	1	0
[214]	-0-	4	0	0	5	0	1	0
[467]	-0-	2	0	0	3	0	1	0
[156]	-0-	2	0	0	3	0	1	0
[180]	-0-	3	0	0	4	0	1	0
[79]	-0-	2	0	0	3	0	1	0
[513]	-0-	6	0	0	11	1	1	0
[359]	-0-	9	0	0	14	1	1	0
[206]	-0-	7	0	0	12	1	1	0
[163]	-0-	5	0	0	10	1	1	0
[85]	-0-	13	0	0	18	1	1	0
[231]	-0-	5	0	0	10	1	1	0
[521]	-0-	13	0	0	18	1	1	0
[263]	-0-	1	0	0	2	0	1	0
[258]	-0-	3	0	0	4	0	1	0
[269]	-0-	16	0	0	21	1	1	0
[309]	-0-	3	0	0	4	0	1	0
[192]	-0-	0	0	0	1	0	1	0
[213]	-0-	6	0	0	11	1	1	0
[374]	-0-	10	0	0	15	1	1	0
[160]	-0-	1	0	0	2	0	1	0
[324]	-0-	1	0	0	2	0	1	0
[188]	-0-	2	0	0	3	0	1	0
[491]	-0-	0	0	0	1	0	1	0
[216]	-0-	1	0	0	2	0	1	0
[47]	-0-	0	0	0	1	0	1	0
[47]	-1-	1	0	0	2	0	1	0
[47]	-2-	1	0	0	2	0	1	0
[47]	-3-	2	0	0	3	0	1	0
[47]	-4-	1	0	0	2	0	1	0
[47]	-5-	0	0	0	1	0	1	0
[47]	-6-	0	0	0	1	0	1	0
[47]	-7-	0	0	0	1	0	1	0
[203]	-0-	59	0	1	91	8	0	1
[13]	-0-	58	0	1	87	8	0	1
[332]	-0-	71	0	1	94	7	0	1
[389]	-0-	51	0	1	70	5	0	1
[356]	-0-	51	0	1	77	7	0	1
[470]	-0-	70	0	1	102	8	0	1
[122]	-0-	76	0	1	108	8	0	1
[301]	-0-	1	0	0	2	0	1	0
[301]	-1-	0	0	0	1	0	1	0
[301]	-2-	3	0	0	4	0	1	0
[301]	-3-	0	0	0	1	0	1	0
[301]	-4-	0	0	0	1	0	1	0
---	---	---	---	---	---	---	---	---
[all]		6388	33	30	8162	424	189	90
