

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[1030]	-24-	0	0	0	1	0	1	0
[1030]	-25-	0	0	0	1	0	1	0
[1030]	-26-	0	0	0	1	0	1	0
[1030]	-27-	2	0	0	3	0	1	0
[1030]	-28-	5	0	0	6	0	1	0
[1030]	-29-	0	0	0	1	0	1	0
[1030]	-30-	0	0	0	1	0	1	0
[1030]	-31-	0	0	0	1	0	1	0
[1030]	-32-	4	0	0	5	0	1	0
[1030]	-33-	0	0	0	1	0	1	0
[1030]	-34-	14	0	0	15	0	1	0
[1030]	-35-	1	0	0	2	0	1	0
[1030]	-36-	0	0	0	1	0	1	0
[1030]	-37-	0	0	0	1	0	1	0
[1030]	-38-	0	0	0	1	0	1	0
[1030]	-39-	0	0	0	1	0	1	0
[1030]	-40-	5	0	0	6	0	1	0
[1030]	-41-	2	0	0	3	0	1	0
[1030]	-42-	5	0	0	6	0	1	0
[1030]	-43-	1	0	0	2	0	1	0
[1030]	-44-	2	0	0	3	0	1	0
[1030]	-45-	1	0	0	2	0	1	0
[1030]	-46-	3	0	0	4	0	1	0
[1030]	-47-	0	0	0	1	0	1	0
[1030]	-48-	0	0	0	1	0	1	0
[1030]	-49-	2	0	0	3	0	1	0
[1030]	-50-	0	0	0	1	0	1	0
[1030]	-51-	1	0	0	2	0	1	0
[1030]	-52-	1	0	0	2	0	1	0
[1030]	-53-	2	0	0	3	0	1	0
[1030]	-54-	0	0	0	1	0	1	0
[1030]	-55-	1	0	0	2	0	1	0
[1030]	-56-	1	0	0	2	0	1	0
[1030]	-57-	4	0	0	5	0	1	0
[1030]	-58-	2	0	0	3	0	1	0
[1030]	-59-	5	0	0	6	0	1	0
[1030]	-60-	1	0	0	2	0	1	0
[1030]	-61-	0	0	0	1	0	1	0
[1030]	-62-	0	0	0	1	0	1	0
[1030]	-63-	1	0	0	2	0	1	0
[1030]	-64-	0	0	0	1	0	1	0
[1030]	-65-	0	0	0	1	0	1	0
[1030]	-66-	3	0	0	4	0	1	0
[1030]	-67-	9	0	0	10	0	1	0
[1030]	-68-	2	0	0	3	0	1	0
[1030]	-69-	3	0	0	4	0	1	0
[1030]	-70-	0	0	0	1	0	1	0
[1030]	-71-	1	0	0	2	0	1	0
[1030]	-72-	1	0	0	2	0	1	0
[1030]	-73-	1	0	0	2	0	1	0
[1030]	-74-	1	0	0	2	0	1	0
[1030]	-75-	0	0	0	1	0	1	0
[1030]	-76-	7	0	0	8	0	1	0
[1030]	-77-	0	0	0	1	0	1	0
[1030]	-78-	0	0	0	1	0	1	0
[1030]	-79-	0	0	0	1	0	1	0
[1030]	-80-	0	0	0	1	0	1	0
[1030]	-81-	0	0	1	1	0	0	0
[1030]	-82-	3	0	0	4	0	1	0
[1030]	-83-	0	0	0	1	0	1	0
[1030]	-84-	5	0	0	6	0	1	0
[1030]	-85-	0	0	0	1	0	1	0
[1030]	-86-	2	0	0	3	0	1	0
[1030]	-87-	0	0	0	1	0	1	0
[1030]	-88-	0	0	0	1	0	1	0
[1030]	-89-	0	0	0	1	0	1	0
[1030]	-90-	0	0	0	1	0	1	0
[1030]	-91-	1	0	0	2	0	1	0
[1030]	-92-	0	0	0	1	0	1	0
[1030]	-93-	0	0	0	1	0	1	0
[1030]	-94-	3	0	0	4	0	1	0
[1030]	-95-	0	0	0	1	0	1	0
[1030]	-96-	0	0	0	1	0	1	0
[1030]	-97-	5	0	0	6	0	1	0
[1030]	-98-	3	0	0	4	0	1	0
[1030]	-99-	0	0	0	1	0	1	0
[1030]	-100-	1	0	0	2	0	1	0
[1030]	-101-	0	0	0	1	0	1	0
[1030]	-102-	0	0	0	1	0	1	0
[1030]	-103-	0	0	0	1	0	1	0
[1030]	-104-	3	0	0	4	0	1	0
[1030]	-105-	0	0	0	1	0	1	0
[1030]	-106-	0	0	0	1	0	1	0
[1030]	-107-	0	0	0	1	0	1	0
[1030]	-108-	2	0	0	3	0	1	0
[1030]	-109-	1	0	0	2	0	1	0
[1030]	-110-	0	0	0	1	0	1	0
[1030]	-111-	1	0	0	2	0	1	0
[1030]	-112-	2	0	0	3	0	1	0
[1030]	-113-	0	0	0	1	0	1	0
[1030]	-114-	1	0	0	2	0	1	0
[1030]	-115-	0	0	0	1	0	1	0
[1030]	-116-	0	0	0	1	0	1	0
[1030]	-117-	2	0	0	3	0	1	0
[1030]	-118-	0	0	0	1	0	1	0
[1030]	-119-	2	0	0	3	0	1	0
[1030]	-120-	0	0	0	1	0	1	0
[1030]	-121-	1	0	0	2	0	1	0
[1030]	-122-	2	0	0	3	0	1	0
[1030]	-123-	0	0	0	1	0	1	0
[1030]	-124-	0	0	0	1	0	1	0
[1030]	-125-	5	0	0	6	0	1	0
[1030]	-126-	2	0	0	3	0	1	0
[1030]	-127-	0	0	0	1	0	1	0
[478]	-0-	13	0	0	16	1	1	0
[478]	-1-	0	0	0	1	0	1	0
[560]	-0-	2	0	0	3	0	1	1
[611]	-0-	1	0	0	2	0	1	1
[269]	-0-	12	0	0	17	1	1	1
[14]	-0-	12	0	1	15	1	0	2
[375]	-0-	1	0	0	2	0	1	1
[975]	-0-	4	0	0	7	1	1	0
[441]	-0-	10	0	0	15	1	1	0
[819]	-0-	6	0	0	11	1	1	1
[498]	-0-	15	1	0	19	1	1	2
[498]	-1-	5	0	1	6	0	0	0
[900]	-0-	12	0	0	17	1	1	1
[352]	-0-	18	0	0	19	0	1	1
[352]	-1-	16	0	0	17	0	1	0
[352]	-2-	3	0	0	4	0	1	0
[682]	-0-	1	0	0	2	0	1	1
[1082]	-0-	14	0	0	19	1	1	1
[1033]	-0-	6	0	0	11	1	1	1
[362]	-0-	1	0	0	2	0	1	1
[1070]	-0-	2	0	0	3	0	1	0
[248]	-0-	0	0	0	1	0	1	0
[62]	-0-	20	0	0	23	1	1	1
[62]	-1-	4	0	0	5	0	1	0
[193]	-0-	6	0	1	9	1	0	2
[105]	-0-	62	1	0	77	4	1	3
[322]	-0-	5	0	0	6	0	1	0
[370]	-0-	26	0	0	31	1	1	0
[57]	-0-	4	0	0	9	1	1	0
[532]	-0-	1	0	0	2	0	1	1
[409]	-0-	11	0	1	14	1	0	2
[1034]	-0-	67	0	0	71	1	1	0
[29]	-0-	8	1	1	12	1	0	1
[29]	-1-	4	0	0	5	0	1	0
[790]	-0-	14	0	0	15	0	1	0
[595]	-0-	53	0	0	61	2	1	0
[595]	-1-	3	0	0	4	0	1	0
[595]	-2-	21	0	0	22	0	1	0
[595]	-3-	4	0	0	5	0	1	0
[595]	-4-	3	0	0	4	0	1	0
[595]	-5-	0	0	0	1	0	1	0
[595]	-6-	49	0	0	50	0	1	0
[595]	-7-	5	0	0	6	0	1	0
[595]	-8-	20	0	0	21	0	1	0
[595]	-9-	3	0	0	4	0	1	0
[595]	-10-	6	0	0	7	0	1	0
[595]	-11-	5	0	0	6	0	1	0
[595]	-12-	15	0	0	16	0	1	0
[595]	-13-	2	0	0	3	0	1	0
[595]	-14-	3	0	0	4	0	1	0
[595]	-15-	1	0	0	2	0	1	0
[595]	-16-	1	0	0	2	0	1	0
[595]	-17-	0	0	0	1	0	1	0
[595]	-18-	0	0	0	1	0	1	0
[595]	-19-	0	0	0	1	0	1	0
[595]	-20-	5	0	0	6	0	1	0
[595]	-21-	0	0	0	1	0	1	0
[595]	-22-	0	0	0	1	0	1	0
[595]	-23-	2	0	0	3	0	1	0
[595]	-24-	0	0	0	1	0	1	0
[595]	-25-	3	0	0	4	0	1	0
[595]	-26-	1	0	0	2	0	1	0
[595]	-27-	2	0	0	3	0	1	0
[595]	-28-	3	0	0	4	0	1	0
[595]	-29-	0	0	0	1	0	1	0
[595]	-30-	0	0	0	1	0	1	0
[595]	-31-	0	0	0	1	0	1	0
[595]	-32-	0	0	0	1	0	1	0
[595]	-33-	4	0	0	5	0	1	0
[595]	-34-	0	0	0	1	0	1	0
[595]	-35-	0	0	0	1	0	1	0
[595]	-36-	0	0	0	1	0	1	0
[595]	-37-	0	0	0	1	0	1	0
[595]	-38-	2	0	0	3	0	1	0
[595]	-39-	0	0	0	1	0	1	0
[595]	-40-	1	0	0	2	0	1	0
[595]	-41-	1	0	0	2	0	1	0
[595]	-42-	0	0	0	1	0	1	0
[595]	-43-	0	0	0	1	0	1	0
[595]	-44-	0	0	0	1	0	1	0
[595]	-45-	0	0	0	1	0	1	0
[595]	-46-	1	0	0	2	0	1	0
[595]	-47-	0	0	0	1	0	1	0
[595]	-48-	0	0	0	1	0	1	0
[595]	-49-	0	0	0	1	0	1	0
[595]	-50-	6	0	0	7	0	1	0
[595]	-51-	0	0	0	1	0	1	0
[595]	-52-	9	0	0	10	0	1	0
[595]	-53-	1	0	0	2	0	1	0
[595]	-54-	0	0	0	1	0	1	0
[595]	-55-	3	0	0	4	0	1	0
[595]	-56-	4	0	0	5	0	1	0
[595]	-57-	1	0	0	2	0	1	0
[595]	-58-	0	0	0	1	0	1	0
[595]	-59-	1	0	0	2	0	1	0
[595]	-60-	2	0	0	3	0	1	0
[595]	-61-	1	0	0	2	0	1	0
[595]	-62-	0	0	0	1	0	1	0
[595]	-63-	1	0	0	2	0	1	0
[595]	-64-	0	0	0	1	0	1	0
[595]	-65-	1	0	0	2	0	1	0
[595]	-66-	2	0	0	3	0	1	0
[595]	-67-	0	0	0	1	0	1	0
[595]	-68-	0	0	0	1	0	1	0
[595]	-69-	1	0	0	2	0	1	0
[595]	-70-	0	0	0	1	0	1	0
[595]	-71-	2	0	0	3	0	1	0
[595]	-72-	0	0	0	1	0	1	0
[595]	-73-	0	0	0	1	0	1	0
[595]	-74-	0	0	0	1	0	1	0
[595]	-75-	4	0	0	5	0	1	0
[595]	-76-	2	0	0	3	0	1	0
[595]	-77-	0	0	0	1	0	1	0
[595]	-78-	0	0	0	1	0	1	0
[595]	-79-	0	0	0	1	0	1	0
[595]	-80-	0	0	0	1	0	1	0
[595]	-81-	0	0	0	1	0	1	0
[595]	-82-	2	0	0	3	0	1	0
[595]	-83-	0	0	0	1	0	1	0
[595]	-84-	0	0	0	1	0	1	0
[595]	-85-	7	0	0	8	0	1	0
[595]	-86-	1	0	0	2	0	1	0
[595]	-87-	1	0	0	2	0	1	0
[595]	-88-	0	0	0	1	0	1	0
[595]	-89-	0	0	0	1	0	1	0
[595]	-90-	1	0	0	2	0	1	0
[595]	-91-	2	0	0	3	0	1	0
[595]	-92-	0	0	0	1	0	1	0
[595]	-93-	0	0	0	1	0	1	0
[595]	-94-	0	0	0	1	0	1	0
[595]	-95-	1	0	0	2	0	1	0
[595]	-96-	2	0	0	3	0	1	0
[595]	-97-	2	0	0	3	0	1	0
[595]	-98-	3	0	0	4	0	1	0
[595]	-99-	2	0	0	3	0	1	0
[595]	-100-	0	0	0	1	0	1	0
[595]	-101-	4	0	0	5	0	1	0
[595]	-102-	0	0	0	1	0	1	0
[595]	-103-	0	0	0	1	0	1	0
[595]	-104-	1	0	0	2	0	1	0
[595]	-105-	0	0	0	1	0	1	0
[595]	-106-	0	0	0	1	0	1	0
[595]	-107-	1	0	0	2	0	1	0
[595]	-108-	3	0	0	4	0	1	0
[595]	-109-	0	0	0	1	0	1	0
[595]	-110-	0	0	0	1	0	1	0
[595]	-111-	0	0	0	1	0	1	0
[1001]	-0-	12	0	1	15	1	0	1
[96]	-0-	11	0	0	16	1	1	0
[788]	-0-	41	0	0	54	3	1	2
[138]	-0-	15	0	0	20	1	1	0
[649]	-0-	20	0	0	25	1	1	0
[144]	-0-	2	0	0	3	0	1	0
[144]	-1-	10	0	0	11	0	1	0
[144]	-2-	1	0	0	2	0	1	0
[1071]	-0-	32	0	0	37	1	1	1
[533]	-0-	2	0	0	3	0	1	1
[706]	-0-	20	1	0	24	1	1	2
[706]	-1-	2	0	1	3	0	0	0
[366]	-0-	13	1	1	17	1	0	2
[366]	-1-	4	0	0	5	0	1	0
[56]	-0-	2	0	0	3	0	1	0
[160]	-0-	7	0	1	10	1	0	2
[897]	-0-	1	0	0	2	0	1	0
[897]	-1-	6	0	0	7	0	1	0
[897]	-2-	0	0	0	1	0	1	0
[897]	-3-	3	0	0	4	0	1	0
[897]	-4-	7	0	0	8	0	1	0
[897]	-5-	3	0	0	4	0	1	0
[897]	-6-	0	0	0	1	0	1	0
[897]	-7-	0	0	0	1	0	1	0
[897]	-8-	0	0	0	1	0	1	0
[897]	-9-	2	0	0	3	0	1	0
[897]	-10-	9	0	0	10	0	1	0
[285]	-0-	12	0	0	13	0	1	0
[83]	-0-	32	0	0	51	6	1	0
[865]	-0-	21	0	0	26	1	1	1
[125]	-0-	28	1	0	32	1	1	2
[125]	-1-	5	0	1	6	0	0	0
[780]	-0-	1	0	0	2	0	1	0
[187]	-0-	2	0	0	3	0	1	1
[905]	-0-	16	0	0	17	0	1	0
[905]	-1-	25	0	0	26	0	1	0
[905]	-2-	2	0	0	3	0	1	0
[905]	-3-	0	0	0	1	0	1	0
[958]	-0-	16	0	0	17	0	1	0
[958]	-1-	2	0	0	3	0	1	0
[958]	-2-	0	0	0	1	0	1	0
[97]	-0-	1	0	0	2	0	1	1
[598]	-0-	5	0	0	10	1	1	0
[58]	-0-	6	0	0	11	1	1	1
[797]	-0-	8	0	1	11	1	0	2
[739]	-0-	25	0	0	26	0	1	0
[739]	-1-	0	0	0	1	0	1	0
[739]	-2-	2	0	0	3	0	1	0
[314]	-0-	46	0	0	51	1	1	0
[477]	-0-	9	0	0	14	1	1	1
[787]	-0-	1	0	0	2	0	1	1
[724]	-0-	9	0	1	12	1	0	2
[809]	-0-	0	0	0	1	0	1	0
[368]	-0-	1	0	0	2	0	1	0
[157]	-0-	8	0	0	13	1	1	0
[421]	-0-	26	1	0	30	1	1	1
[421]	-1-	4	0	1	5	0	0	0
[135]	-0-	1	0	0	2	0	1	1
[345]	-0-	4	0	0	5	0	1	0
[491]	-0-	9	0	0	14	1	1	1
[699]	-0-	2	0	0	3	0	1	0
[840]	-0-	12	0	0	13	0	1	0
[840]	-1-	0	0	0	1	0	1	0
[335]	-0-	35	0	0	39	1	1	0
[177]	-0-	15	0	1	18	1	0	2
[692]	-0-	1	0	0	2	0	1	0
[94]	-0-	5	0	0	6	0	1	0
[1024]	-0-	1	0	0	2	0	1	1
[504]	-0-	7	0	0	12	1	1	1
[103]	-0-	5	0	0	10	1	1	0
[626]	-0-	18	1	1	22	1	0	2
[626]	-1-	18	0	0	19	0	1	0
[54]	-0-	14	0	0	17	1	1	0
[54]	-1-	0	0	0	1	0	1	0
[658]	-0-	11	0	1	14	1	0	2
[643]	-0-	2	0	0	3	0	1	1
[111]	-0-	5	0	0	10	1	1	0
[571]	-0-	71	0	0	76	1	1	0
[1059]	-0-	1	0	0	2	0	1	0
[583]	-0-	1	0	0	2	0	1	1
[752]	-0-	66	0	0	70	1	1	0
[13]	-0-	31	0	0	40	2	1	0
[319]	-0-	14	0	0	19	1	1	0
[785]	-0-	10	0	1	13	1	0	1
[1018]	-0-	4	0	0	9	1	1	0
[1077]	-0-	38	0	0	46	2	1	0
[906]	-0-	7	0	0	12	1	1	0
[618]	-0-	16	0	0	21	1	1	0
[791]	-0-	10	0	0	15	1	1	0
[50]	-0-	9	0	0	14	1	1	0
[952]	-0-	32	1	1	36	1	0	0
[952]	-1-	8	0	0	9	0	1	0
[315]	-0-	24	0	0	32	2	1	0
[872]	-0-	11	0	0	16	1	1	0
[264]	-0-	1	0	0	2	0	1	0
[1087]	-0-	8	0	0	12	1	1	1
[180]	-0-	12	0	1	15	1	0	1
[964]	-0-	10	0	0	15	1	1	1
[1080]	-0-	7	0	0	12	1	1	0
[107]	-0-	22	0	0	27	1	1	1
[1009]	-0-	10	0	1	13	1	0	1
[205]	-0-	8	0	0	13	1	1	1
[603]	-0-	8	0	0	13	1	1	1
[516]	-0-	10	0	0	15	1	1	0
[434]	-0-	8	0	0	13	1	1	1
[915]	-0-	1	0	0	2	0	1	0
[893]	-0-	1	0	0	2	0	1	0
[893]	-1-	3	0	0	4	0	1	0
[893]	-2-	15	0	0	16	0	1	0
[971]	-0-	9	0	0	13	1	1	0
[971]	-1-	10	0	0	11	0	1	0
[971]	-2-	2	0	0	3	0	1	0
[971]	-3-	2	0	0	3	0	1	0
[971]	-4-	3	0	0	4	0	1	0
[971]	-5-	9	0	0	10	0	1	0
[941]	-0-	10	0	0	15	1	1	1
[451]	-0-	7	0	0	12	1	1	0
[777]	-0-	13	0	1	16	1	0	2
[284]	-0-	8	0	0	13	1	1	0
[619]	-0-	12	0	0	17	1	1	0
[53]	-0-	3	0	0	4	0	1	0
[592]	-0-	0	0	0	1	0	1	0
[592]	-1-	0	0	0	1	0	1	0
[592]	-2-	0	0	0	1	0	1	0
[584]	-0-	7	0	0	12	1	1	0
[360]	-0-	11	0	0	15	1	1	0
[360]	-1-	3	0	0	4	0	1	0
[360]	-2-	11	0	0	12	0	1	0
[360]	-3-	15	0	0	16	0	1	0
[360]	-4-	2	0	0	3	0	1	0
[106]	-0-	7	0	1	10	1	0	0
[31]	-0-	32	1	1	36	1	0	2
[31]	-1-	2	0	0	3	0	1	0
[746]	-0-	6	0	0	11	1	1	1
[1036]	-0-	10	0	1	13	1	0	2
[747]	-0-	17	1	0	21	1	1	1
[747]	-1-	5	0	1	6	0	0	0
[545]	-0-	2	0	0	3	0	1	1
[815]	-0-	3	0	0	4	0	1	0
[1004]	-0-	35	0	0	40	1	1	0
[1012]	-0-	14	0	0	19	1	1	1
[756]	-0-	0	0	0	1	0	1	0
[756]	-1-	54	0	0	55	0	1	0
[756]	-2-	6	0	0	7	0	1	0
[756]	-3-	0	0	0	1	0	1	0
[756]	-4-	2	0	0	3	0	1	0
[1072]	-0-	2	0	0	3	0	1	0
[898]	-0-	0	0	0	1	0	1	0
[898]	-1-	10	0	0	11	0	1	0
[217]	-0-	5	0	0	10	1	1	0
[712]	-0-	16	0	0	17	0	1	0
[712]	-1-	12	0	0	13	0	1	0
[712]	-2-	1	0	0	2	0	1	0
[536]	-0-	11	0	0	16	1	1	0
[423]	-0-	33	0	0	45	3	1	0
[320]	-0-	33	0	0	36	1	1	0
[320]	-1-	2	0	0	3	0	1	0
[7]	-0-	7	0	0	11	1	1	0
[1088]	-0-	8	0	1	11	1	0	1
[978]	-0-	12	0	1	15	1	0	1
[69]	-0-	2	0	0	3	0	1	1
[808]	-0-	1	0	0	2	0	1	1
[367]	-0-	10	0	0	15	1	1	0
[933]	-0-	5	0	0	6	0	1	0
[933]	-1-	1	0	0	2	0	1	0
[933]	-2-	3	0	0	4	0	1	0
[933]	-3-	0	0	0	1	0	1	0
[933]	-4-	1	0	0	2	0	1	0
[933]	-5-	0	0	0	1	0	1	0
[933]	-6-	0	0	0	1	0	1	0
[933]	-7-	2	0	0	3	0	1	0
[716]	-0-	5	0	0	10	1	1	1
[835]	-0-	15	1	1	19	1	0	1
[835]	-1-	8	0	0	9	0	1	0
[190]	-0-	36	1	0	40	1	1	1
[190]	-1-	5	0	1	6	0	0	0
[513]	-0-	10	0	0	15	1	1	0
[348]	-0-	44	0	0	49	1	1	0
[851]	-0-	7	0	0	8	0	1	0
[469]	-0-	9	0	1	12	1	0	1
