

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[191]	-0-	102	0	0	138	10	1	0
[253]	-0-	108	0	0	109	0	1	0
[66]	-0-	83	0	1	85	1	0	0
[62]	-0-	9	0	1	11	1	0	0
[92]	-0-	4	0	1	9	1	0	0
[86]	-0-	74	0	1	79	1	0	0
[82]	-0-	15	0	1	20	1	0	0
[77]	-0-	52	0	1	59	2	0	0
[130]	-0-	104	1	1	109	1	0	0
[126]	-0-	15	1	1	20	1	0	0
[121]	-0-	14	1	1	19	1	0	0
[116]	-0-	7	1	1	12	1	0	0
[87]	-0-	6	1	1	11	1	0	0
[93]	-0-	16	1	1	21	1	0	0
[63]	-0-	5	1	1	10	1	0	0
[67]	-0-	6	1	1	11	1	0	0
[70]	-0-	8	1	1	13	1	0	0
[73]	-0-	7	1	1	12	1	0	0
[134]	-0-	6	1	1	11	1	0	0
[136]	-0-	9	1	1	14	1	0	0
[138]	-0-	13	1	1	18	1	0	0
[141]	-0-	16	1	1	21	1	0	0
[88]	-0-	37	1	1	42	1	0	0
[68]	-0-	5	0	1	7	1	0	0
[64]	-0-	3	0	1	5	1	0	0
[74]	-0-	1	0	1	3	1	0	0
[71]	-0-	1	0	1	3	1	0	0
[94]	-0-	5	1	1	10	1	0	0
[181]	-0-	198	0	0	271	19	1	0
[244]	-0-	101	0	0	124	6	1	0
[182]	-0-	326	0	0	441	32	1	0
[243]	-0-	88	0	0	106	5	1	0
[213]	-0-	223	0	0	261	10	1	0
[289]	-0-	74	0	0	122	14	1	0
[144]	-0-	4	0	0	7	1	1	0
[218]	-0-	2	0	0	5	1	1	0
[266]	-0-	40	0	0	66	8	1	0
[265]	-0-	4	0	0	5	0	1	0
[264]	-0-	1	0	0	2	0	1	0
[145]	-0-	3	0	0	4	0	1	0
[145]	-1-	2	0	0	3	0	1	0
[145]	-2-	4	0	0	5	0	1	0
[240]	-0-	0	0	0	1	0	1	0
[293]	-0-	0	0	0	1	0	1	0
[288]	-0-	0	0	0	1	0	1	0
[236]	-0-	8	0	0	12	1	1	0
[263]	-0-	14950	0	0	18095	855	1	1
[235]	-0-	4	0	0	8	1	1	0
[251]	-0-	6	0	0	13	2	1	0
[176]	-0-	19	0	0	24	1	1	0
[250]	-0-	6	0	0	10	1	1	0
[196]	-0-	114	0	0	131	5	1	0
[114]	-0-	19	0	1	22	1	0	0
[112]	-0-	25	0	1	28	1	0	0
[201]	-0-	20	0	0	27	2	1	0
[238]	-0-	30	0	0	44	4	1	0
[169]	-0-	0	0	0	1	0	1	0
[237]	-0-	7	0	0	12	1	1	0
[291]	-0-	2187	0	0	2816	173	1	0
[175]	-0-	31	0	0	36	1	1	0
[223]	-0-	41	0	0	52	3	1	0
[190]	-0-	120	0	0	145	7	1	0
[255]	-0-	5803	0	0	7496	460	1	0
[189]	-0-	37	0	0	48	3	1	0
[178]	-0-	353	0	0	486	39	1	0
[179]	-0-	94	0	0	111	4	1	0
[294]	-0-	9	0	0	16	2	1	0
[290]	-0-	49	0	0	58	2	1	0
[260]	-0-	1115	0	0	1406	82	1	0
[199]	-0-	0	0	0	1	0	1	0
[262]	-0-	103	0	0	108	1	1	0
[261]	-0-	2412	0	0	3027	164	1	0
[210]	-0-	21	0	0	26	1	1	0
[222]	-0-	29	0	0	41	4	1	0
[195]	-0-	46	0	0	51	1	1	0
[194]	-0-	17	0	0	22	1	1	0
[258]	-0-	43	0	0	61	5	1	0
[44]	-0-	4	0	0	5	0	1	0
[257]	-0-	19	0	0	38	5	1	0
[205]	-0-	22	0	0	25	1	1	0
[204]	-0-	31	0	0	35	1	1	0
[203]	-0-	23	0	0	28	1	1	0
[200]	-0-	3	0	0	7	1	1	0
[226]	-0-	15	0	0	24	2	1	0
[227]	-0-	8	0	0	19	3	1	0
[76]	-0-	214	0	1	319	29	0	0
[81]	-0-	227	0	1	302	21	0	0
[208]	-0-	18	0	0	23	1	1	0
[276]	-0-	5	0	0	6	0	1	0
[219]	-0-	16	0	0	27	3	1	0
[220]	-0-	8	0	0	19	3	1	0
[180]	-0-	72	0	0	110	10	1	0
[231]	-0-	54	0	0	67	3	1	0
[230]	-0-	68	0	0	81	4	1	0
[207]	-0-	6	0	0	11	1	1	0
---	---	---	---	---	---	---	---	---
[all]		137908	61	82	168370	8350	113	33
