exact critical path: 
 
(time in ns) 
 
Node:			Time:
CHAN_X	|	|(28,59).9	|500	|148800
CHAN_X	|	|(27,59).9	|500	|149300
CHAN_X	|	|(26,59).9	|500	|149800
CHAN_X	|	|(25,59).9	|500	|150300
CHAN_X	|	|(24,59).9	|500	|150800
CHAN_X	|	|(23,59).9	|500	|151300
CHAN_X	|	|(22,59).9	|500	|151800
CHAN_X	|	|(21,59).9	|500	|152300
CHAN_X	|	|(20,59).9	|500	|152800
CHAN_X	|	|(19,59).9	|500	|153300
CHAN_X	|	|(18,59).9	|500	|153800
CHAN_Y	|	|(17,60).9	|500	|154300
CHAN_Y	|	|(17,61).9	|500	|154800
CHAN_X	|	|(17,61).9	|500	|155300
CHAN_X	|	|(16,61).9	|500	|155800
CHAN_Y	|	|(15,62).9	|500	|156300
CHAN_X	|	|(15,62).9	|500	|156800
CHAN_X	|	|(14,62).9	|500	|157300
CHAN_X	|	|(13,62).9	|500	|157800
CHAN_X	|	|(12,62).9	|500	|158300
CHAN_X	|	|(11,62).9	|500	|158800
CHAN_X	|	|(10,62).9	|500	|159300
CHAN_X	|	|(9,62).9	|500	|159800
CHAN_X	|	|(8,62).9	|500	|160300
CHAN_X	|	|(7,62).9	|500	|160800
CHAN_X	|	|(6,62).9	|500	|161300
CHAN_X	|	|(5,62).9	|500	|161800
CHAN_X	|	|(4,62).9	|500	|162300
CHAN_Y	|	|(3,62).9	|500	|162800
CHAN_Y	|	|(3,61).9	|500	|163300
CHAN_Y	|	|(3,60).9	|500	|163800
CHAN_Y	|	|(3,59).9	|500	|164300
CHAN_Y	|	|(3,58).9	|500	|164800
CHAN_X	|	|(3,57).9	|500	|165300
CHAN_Y	|	|(2,57).9	|500	|165800
CHAN_Y	|	|(2,56).9	|500	|166300
CHAN_Y	|	|(2,55).9	|500	|166800
CHAN_Y	|	|(2,54).9	|500	|167300
CHAN_Y	|	|(2,53).9	|500	|167800
CHAN_Y	|	|(2,52).9	|500	|168300
CHAN_Y	|	|(2,51).9	|500	|168800
CHAN_X	|	|(3,50).9	|500	|169300
CHAN_X	|	|(4,50).9	|500	|169800
CHAN_X	|	|(5,50).9	|500	|170300
CHAN_X	|	|(6,50).9	|500	|170800
CHAN_X	|	|(7,50).9	|500	|171300
CHAN_X	|	|(8,50).9	|500	|171800
CHAN_Y	|	|(8,50).9	|500	|172300
CHAN_Y	|	|(8,49).9	|500	|172800
CHAN_X	|	|(9,48).9	|500	|173300
CHAN_Y	|	|(9,48).9	|500	|173800
CHAN_X	|	|(10,47).9	|500	|174300
CHAN_X	|	|(11,47).9	|500	|174800
CHAN_X	|	|(12,47).9	|500	|175300
CHAN_X	|	|(13,47).9	|500	|175800
CHAN_X	|	|(14,47).9	|500	|176300
CHAN_Y	|	|(14,47).9	|500	|176800
I_Pin	|IPIN(15,47).1	|(15,47).1	|500	|177300
CLB(comb)	|o_19_	|(15,47)	|90900	|268200
O_Pin	|OPIN(15,47)	|(15,47).1	|0	|268200
CHAN_X	|	|(15,46).8	|500	|268700
CHAN_X	|	|(14,46).8	|500	|269200
CHAN_X	|	|(13,46).8	|500	|269700
CHAN_X	|	|(12,46).8	|500	|270200
CHAN_X	|	|(11,46).8	|500	|270700
CHAN_X	|	|(10,46).8	|500	|271200
CHAN_X	|	|(9,46).8	|500	|271700
CHAN_X	|	|(8,46).8	|500	|272200
CHAN_X	|	|(7,46).8	|500	|272700
CHAN_Y	|	|(6,47).8	|500	|273200
CHAN_X	|	|(6,47).8	|500	|273700
CHAN_X	|	|(5,47).8	|500	|274200
CHAN_X	|	|(4,47).8	|500	|274700
CHAN_X	|	|(3,47).8	|500	|275200
CHAN_X	|	|(2,47).8	|500	|275700
CHAN_X	|	|(1,47).8	|500	|276200
CHAN_Y	|	|(0,47).8	|500	|276700
I_Pin	|IPIN(0,47).0	|(0,47).0	|500	|277200
Out_Block	|out:o_19_	|(0,47).0	|300	|277500
