

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[654]	-0-	17	0	1	20	1	0	1
[945]	-0-	1	0	0	2	0	1	1
[450]	-0-	8	0	0	9	0	1	1
[450]	-1-	2	0	0	3	0	1	0
[833]	-0-	1	0	0	2	0	1	1
[168]	-0-	10	1	1	14	1	0	2
[168]	-1-	17	0	0	18	0	1	0
[428]	-0-	15	0	0	22	2	1	0
[296]	-0-	14	0	0	15	0	1	1
[296]	-1-	0	0	0	1	0	1	0
[296]	-2-	10	0	0	11	0	1	0
[951]	-0-	2	0	0	3	0	1	1
[12]	-0-	0	0	0	1	0	1	0
[1017]	-0-	2	0	0	3	0	1	1
[115]	-0-	786	0	0	992	59	1	28
[818]	-0-	20	0	0	21	0	1	0
[686]	-0-	2	0	0	3	0	1	0
[519]	-0-	1	0	0	2	0	1	1
[920]	-0-	1	0	0	2	0	1	1
[753]	-0-	1	0	0	2	0	1	1
[999]	-0-	1	0	0	2	0	1	1
[932]	-0-	9	0	1	12	1	0	2
[638]	-0-	6	0	0	9	1	1	0
[638]	-1-	2	0	0	3	0	1	0
[156]	-0-	7	0	0	12	1	1	0
[156]	-1-	5	0	0	6	0	1	0
[156]	-2-	4	0	0	5	0	1	0
[156]	-3-	7	0	0	8	0	1	0
[380]	-0-	92	0	0	97	1	1	1
[684]	-0-	12	0	1	15	1	0	2
[892]	-0-	6	1	1	10	1	0	2
[892]	-1-	43	0	0	44	0	1	0
[447]	-0-	7	0	0	8	0	1	0
[447]	-1-	5	0	0	6	0	1	0
[447]	-2-	3	0	0	4	0	1	0
[271]	-0-	8	0	0	13	1	1	0
[384]	-0-	1	0	0	2	0	1	1
[85]	-0-	1	0	0	2	0	1	1
[260]	-0-	2	0	0	3	0	1	0
[338]	-0-	1	0	0	2	0	1	0
[35]	-0-	9	0	0	10	0	1	0
[35]	-1-	0	0	0	1	0	1	0
[35]	-2-	0	0	0	1	0	1	0
[890]	-0-	1	0	0	2	0	1	1
[503]	-0-	1	0	0	2	0	1	0
[503]	-1-	0	0	0	1	0	1	0
[503]	-2-	1	0	0	2	0	1	0
[378]	-0-	12	0	1	15	1	0	2
[605]	-0-	31	0	0	34	1	1	0
[605]	-1-	1	0	0	2	0	1	0
[605]	-2-	22	0	0	23	0	1	0
[567]	-0-	1	0	0	2	0	1	1
[979]	-0-	11	0	0	16	1	1	0
[467]	-0-	29	0	0	34	1	1	1
[676]	-0-	1	0	0	2	0	1	1
[136]	-0-	37	0	0	42	1	1	1
[1049]	-0-	25	0	0	30	1	1	1
[540]	-0-	97	0	0	102	1	1	1
[354]	-0-	1	0	0	2	0	1	0
[433]	-0-	2	0	0	3	0	1	1
[363]	-0-	2	0	0	3	0	1	1
[697]	-0-	9	0	0	12	1	1	0
[697]	-1-	1	0	0	2	0	1	0
[485]	-0-	10	0	1	13	1	0	2
[253]	-0-	8	1	1	12	1	0	2
[253]	-1-	10	0	0	11	0	1	0
[784]	-0-	16	0	0	21	1	1	1
[481]	-0-	3	0	0	4	0	1	0
[72]	-0-	1	0	0	2	0	1	1
[292]	-0-	21	0	0	26	1	1	1
[151]	-0-	0	0	0	1	0	1	0
[424]	-0-	26	0	0	27	0	1	0
[424]	-1-	1	0	0	2	0	1	0
[424]	-2-	0	0	0	1	0	1	0
[424]	-3-	0	0	0	1	0	1	0
[294]	-0-	1	0	0	2	0	1	0
[294]	-1-	0	0	0	1	0	1	0
[364]	-0-	13	0	0	18	1	1	0
[814]	-0-	0	0	0	1	0	1	0
[814]	-1-	0	0	0	1	0	1	0
[814]	-2-	5	0	0	6	0	1	0
[814]	-3-	0	0	0	1	0	1	0
[814]	-4-	0	0	0	1	0	1	0
[814]	-5-	2	0	0	3	0	1	0
[814]	-6-	3	0	0	4	0	1	0
[814]	-7-	1	0	0	2	0	1	0
[814]	-8-	1	0	0	2	0	1	0
[814]	-9-	2	0	0	3	0	1	0
[944]	-0-	0	0	0	1	0	1	0
[944]	-1-	0	0	0	1	0	1	0
[42]	-0-	1	0	0	2	0	1	1
[696]	-0-	15	0	0	16	0	1	0
[696]	-1-	0	0	0	1	0	1	0
[696]	-2-	2	0	0	3	0	1	0
[696]	-3-	0	0	0	1	0	1	0
[214]	-0-	20	1	1	24	1	0	2
[214]	-1-	9	0	0	10	0	1	0
[405]	-0-	1	0	0	2	0	1	1
[131]	-0-	2	0	0	3	0	1	0
[131]	-1-	4	0	0	5	0	1	0
[131]	-2-	0	0	0	1	0	1	0
[919]	-0-	9	0	0	10	0	1	0
[889]	-0-	1	0	0	2	0	1	1
[124]	-0-	10	0	1	13	1	0	2
[1030]	-0-	1	0	0	2	0	1	0
[1030]	-1-	1	0	0	2	0	1	0
[1030]	-2-	7	0	0	8	0	1	0
[1030]	-3-	14	0	0	15	0	1	0
[1030]	-4-	3	0	0	4	0	1	0
[1030]	-5-	0	0	0	1	0	1	0
[1030]	-6-	0	0	0	1	0	1	0
[1030]	-7-	6	0	0	7	0	1	0
[1030]	-8-	1	0	0	2	0	1	0
[1030]	-9-	5	0	0	6	0	1	0
[1030]	-10-	1	0	0	2	0	1	0
[1030]	-11-	3	0	0	4	0	1	0
[1030]	-12-	0	0	0	1	0	1	0
[1030]	-13-	2	0	0	3	0	1	0
[1030]	-14-	1	0	0	2	0	1	0
[1030]	-15-	0	0	0	1	0	1	0
[1030]	-16-	1	0	0	2	0	1	0
[1030]	-17-	0	0	0	1	0	1	0
[1030]	-18-	0	0	0	1	0	1	0
[1030]	-19-	5	0	0	6	0	1	0
[1030]	-20-	0	0	0	1	0	1	0
[1030]	-21-	0	0	0	1	0	1	0
[1030]	-22-	1	0	0	2	0	1	0
[1030]	-23-	2	0	0	3	0	1	0
[1030]	-24-	0	0	0	1	0	1	0
[1030]	-25-	0	0	0	1	0	1	0
[1030]	-26-	1	0	0	2	0	1	0
[1030]	-27-	1	0	0	2	0	1	0
[1030]	-28-	11	0	0	12	0	1	0
[1030]	-29-	3	0	0	4	0	1	0
[1030]	-30-	1	0	0	2	0	1	0
[1030]	-31-	3	0	0	4	0	1	0
[1030]	-32-	0	0	0	1	0	1	0
[1030]	-33-	0	0	0	1	0	1	0
[1030]	-34-	1	0	0	2	0	1	0
[1030]	-35-	2	0	0	3	0	1	0
[1030]	-36-	0	0	0	1	0	1	0
[1030]	-37-	0	0	0	1	0	1	0
[1030]	-38-	1	0	0	2	0	1	0
[1030]	-39-	2	0	0	3	0	1	0
[1030]	-40-	5	0	0	6	0	1	0
[1030]	-41-	0	0	0	1	0	1	0
[1030]	-42-	0	0	0	1	0	1	0
[1030]	-43-	3	0	0	4	0	1	0
[1030]	-44-	0	0	0	1	0	1	0
[1030]	-45-	9	0	0	10	0	1	0
[1030]	-46-	2	0	0	3	0	1	0
[1030]	-47-	4	0	0	5	0	1	0
[1030]	-48-	2	0	0	3	0	1	0
[1030]	-49-	0	0	0	1	0	1	0
[1030]	-50-	10	0	0	11	0	1	0
[1030]	-51-	3	0	0	4	0	1	0
[1030]	-52-	3	0	0	4	0	1	0
[1030]	-53-	1	0	0	2	0	1	0
[1030]	-54-	2	0	0	3	0	1	0
[1030]	-55-	6	0	0	7	0	1	0
[1030]	-56-	1	0	0	2	0	1	0
[1030]	-57-	0	0	0	1	0	1	0
[1030]	-58-	4	0	0	5	0	1	0
[1030]	-59-	1	0	0	2	0	1	0
[1030]	-60-	0	0	0	1	0	1	0
[1030]	-61-	1	0	0	2	0	1	0
[1030]	-62-	2	0	0	3	0	1	0
[1030]	-63-	1	0	0	2	0	1	0
[1030]	-64-	1	0	0	2	0	1	0
[1030]	-65-	2	0	0	3	0	1	0
[1030]	-66-	3	0	0	4	0	1	0
[1030]	-67-	3	0	0	4	0	1	0
[1030]	-68-	3	0	0	4	0	1	0
[1030]	-69-	0	0	0	1	0	1	0
[1030]	-70-	0	0	0	1	0	1	0
[1030]	-71-	1	0	0	2	0	1	0
[1030]	-72-	0	0	0	1	0	1	0
[1030]	-73-	1	0	0	2	0	1	0
[1030]	-74-	1	0	0	2	0	1	0
[1030]	-75-	4	0	0	5	0	1	0
[1030]	-76-	0	0	0	1	0	1	0
[1030]	-77-	1	0	0	2	0	1	0
[1030]	-78-	0	0	0	1	0	1	0
[1030]	-79-	0	0	0	1	0	1	0
[1030]	-80-	2	0	0	3	0	1	0
[1030]	-81-	3	0	1	4	0	0	0
[1030]	-82-	8	0	0	9	0	1	0
[1030]	-83-	0	0	0	1	0	1	0
[1030]	-84-	0	0	0	1	0	1	0
[1030]	-85-	0	0	0	1	0	1	0
[1030]	-86-	6	0	0	7	0	1	0
[1030]	-87-	0	0	0	1	0	1	0
[1030]	-88-	2	0	0	3	0	1	0
[1030]	-89-	1	0	0	2	0	1	0
[1030]	-90-	0	0	0	1	0	1	0
[1030]	-91-	0	0	0	1	0	1	0
[1030]	-92-	1	0	0	2	0	1	0
[1030]	-93-	0	0	0	1	0	1	0
[1030]	-94-	0	0	0	1	0	1	0
[1030]	-95-	1	0	0	2	0	1	0
[1030]	-96-	0	0	0	1	0	1	0
[1030]	-97-	2	0	0	3	0	1	0
[1030]	-98-	0	0	0	1	0	1	0
[1030]	-99-	1	0	0	2	0	1	0
[1030]	-100-	1	0	0	2	0	1	0
[1030]	-101-	0	0	0	1	0	1	0
[1030]	-102-	0	0	0	1	0	1	0
[1030]	-103-	0	0	0	1	0	1	0
[1030]	-104-	1	0	0	2	0	1	0
[1030]	-105-	0	0	0	1	0	1	0
[1030]	-106-	7	0	0	8	0	1	0
[1030]	-107-	0	0	0	1	0	1	0
[1030]	-108-	0	0	0	1	0	1	0
[1030]	-109-	0	0	0	1	0	1	0
[1030]	-110-	1	0	0	2	0	1	0
[1030]	-111-	2	0	0	3	0	1	0
[1030]	-112-	0	0	0	1	0	1	0
[1030]	-113-	0	0	0	1	0	1	0
[1030]	-114-	2	0	0	3	0	1	0
[1030]	-115-	0	0	0	1	0	1	0
[1030]	-116-	3	0	0	4	0	1	0
[1030]	-117-	2	0	0	3	0	1	0
[1030]	-118-	0	0	0	1	0	1	0
[1030]	-119-	0	0	0	1	0	1	0
[1030]	-120-	0	0	0	1	0	1	0
[1030]	-121-	1	0	0	2	0	1	0
[1030]	-122-	0	0	0	1	0	1	0
[1030]	-123-	1	0	0	2	0	1	0
[1030]	-124-	1	0	0	2	0	1	0
[1030]	-125-	4	0	0	5	0	1	0
[1030]	-126-	0	0	0	1	0	1	0
[1030]	-127-	0	0	0	1	0	1	0
[478]	-0-	15	0	0	18	1	1	0
[478]	-1-	2	0	0	3	0	1	0
[560]	-0-	1	0	0	2	0	1	1
[611]	-0-	1	0	0	2	0	1	1
[269]	-0-	10	0	0	15	1	1	1
[14]	-0-	25	0	1	28	1	0	2
[375]	-0-	1	0	0	2	0	1	1
[975]	-0-	6	0	0	9	1	1	0
[441]	-0-	12	0	0	17	1	1	0
[819]	-0-	16	0	0	21	1	1	1
[498]	-0-	20	1	0	24	1	1	2
[498]	-1-	0	0	1	1	0	0	0
[900]	-0-	49	0	0	54	1	1	1
[352]	-0-	12	0	0	13	0	1	1
[352]	-1-	0	0	0	1	0	1	0
[352]	-2-	0	0	0	1	0	1	0
[682]	-0-	1	0	0	2	0	1	1
[1082]	-0-	12	0	0	17	1	1	1
[1033]	-0-	8	0	0	13	1	1	1
[362]	-0-	1	0	0	2	0	1	1
[1070]	-0-	7	0	0	8	0	1	0
[248]	-0-	1	0	0	2	0	1	0
[62]	-0-	10	0	0	13	1	1	1
[62]	-1-	3	0	0	4	0	1	0
[193]	-0-	10	0	1	13	1	0	2
[105]	-0-	81	1	0	96	4	1	3
[322]	-0-	10	0	0	11	0	1	0
[370]	-0-	10	0	0	15	1	1	0
[57]	-0-	5	0	0	10	1	1	0
[532]	-0-	1	0	0	2	0	1	1
[409]	-0-	8	0	1	11	1	0	2
[1034]	-0-	8	0	0	12	1	1	0
[29]	-0-	7	1	1	11	1	0	1
[29]	-1-	12	0	0	13	0	1	0
[790]	-0-	7	0	0	8	0	1	0
[595]	-0-	31	0	0	39	2	1	0
[595]	-1-	2	0	0	3	0	1	0
[595]	-2-	15	0	0	16	0	1	0
[595]	-3-	54	0	0	55	0	1	0
[595]	-4-	24	0	0	25	0	1	0
[595]	-5-	0	0	0	1	0	1	0
[595]	-6-	0	0	0	1	0	1	0
[595]	-7-	4	0	0	5	0	1	0
[595]	-8-	1	0	0	2	0	1	0
[595]	-9-	0	0	0	1	0	1	0
[595]	-10-	0	0	0	1	0	1	0
[595]	-11-	4	0	0	5	0	1	0
[595]	-12-	5	0	0	6	0	1	0
[595]	-13-	1	0	0	2	0	1	0
[595]	-14-	1	0	0	2	0	1	0
[595]	-15-	3	0	0	4	0	1	0
[595]	-16-	0	0	0	1	0	1	0
[595]	-17-	0	0	0	1	0	1	0
[595]	-18-	0	0	0	1	0	1	0
[595]	-19-	0	0	0	1	0	1	0
[595]	-20-	0	0	0	1	0	1	0
[595]	-21-	2	0	0	3	0	1	0
[595]	-22-	0	0	0	1	0	1	0
[595]	-23-	2	0	0	3	0	1	0
[595]	-24-	0	0	0	1	0	1	0
[595]	-25-	2	0	0	3	0	1	0
[595]	-26-	3	0	0	4	0	1	0
[595]	-27-	3	0	0	4	0	1	0
[595]	-28-	6	0	0	7	0	1	0
[595]	-29-	4	0	0	5	0	1	0
[595]	-30-	7	0	0	8	0	1	0
[595]	-31-	5	0	0	6	0	1	0
[595]	-32-	0	0	0	1	0	1	0
[595]	-33-	0	0	0	1	0	1	0
[595]	-34-	0	0	0	1	0	1	0
[595]	-35-	0	0	0	1	0	1	0
[595]	-36-	2	0	0	3	0	1	0
[595]	-37-	5	0	0	6	0	1	0
[595]	-38-	2	0	0	3	0	1	0
[595]	-39-	1	0	0	2	0	1	0
[595]	-40-	0	0	0	1	0	1	0
[595]	-41-	7	0	0	8	0	1	0
[595]	-42-	0	0	0	1	0	1	0
[595]	-43-	0	0	0	1	0	1	0
[595]	-44-	0	0	0	1	0	1	0
[595]	-45-	0	0	0	1	0	1	0
[595]	-46-	0	0	0	1	0	1	0
[595]	-47-	0	0	0	1	0	1	0
[595]	-48-	2	0	0	3	0	1	0
[595]	-49-	0	0	0	1	0	1	0
[595]	-50-	0	0	0	1	0	1	0
[595]	-51-	0	0	0	1	0	1	0
[595]	-52-	0	0	0	1	0	1	0
[595]	-53-	1	0	0	2	0	1	0
[595]	-54-	1	0	0	2	0	1	0
[595]	-55-	1	0	0	2	0	1	0
[595]	-56-	1	0	0	2	0	1	0
[595]	-57-	3	0	0	4	0	1	0
[595]	-58-	1	0	0	2	0	1	0
[595]	-59-	2	0	0	3	0	1	0
[595]	-60-	1	0	0	2	0	1	0
[595]	-61-	1	0	0	2	0	1	0
[595]	-62-	0	0	0	1	0	1	0
[595]	-63-	0	0	0	1	0	1	0
[595]	-64-	1	0	0	2	0	1	0
[595]	-65-	3	0	0	4	0	1	0
[595]	-66-	1	0	0	2	0	1	0
[595]	-67-	0	0	0	1	0	1	0
[595]	-68-	4	0	0	5	0	1	0
[595]	-69-	2	0	0	3	0	1	0
[595]	-70-	2	0	0	3	0	1	0
[595]	-71-	0	0	0	1	0	1	0
[595]	-72-	1	0	0	2	0	1	0
[595]	-73-	0	0	0	1	0	1	0
[595]	-74-	0	0	0	1	0	1	0
[595]	-75-	3	0	0	4	0	1	0
[595]	-76-	1	0	0	2	0	1	0
[595]	-77-	0	0	0	1	0	1	0
[595]	-78-	1	0	0	2	0	1	0
[595]	-79-	3	0	0	4	0	1	0
[595]	-80-	3	0	0	4	0	1	0
[595]	-81-	0	0	0	1	0	1	0
[595]	-82-	2	0	0	3	0	1	0
[595]	-83-	2	0	0	3	0	1	0
[595]	-84-	0	0	0	1	0	1	0
[595]	-85-	3	0	0	4	0	1	0
[595]	-86-	3	0	0	4	0	1	0
[595]	-87-	0	0	0	1	0	1	0
[595]	-88-	0	0	0	1	0	1	0
[595]	-89-	0	0	0	1	0	1	0
[595]	-90-	1	0	0	2	0	1	0
[595]	-91-	1	0	0	2	0	1	0
[595]	-92-	0	0	0	1	0	1	0
[595]	-93-	0	0	0	1	0	1	0
[595]	-94-	3	0	0	4	0	1	0
[595]	-95-	0	0	0	1	0	1	0
[595]	-96-	0	0	0	1	0	1	0
[595]	-97-	2	0	0	3	0	1	0
[595]	-98-	0	0	0	1	0	1	0
[595]	-99-	3	0	0	4	0	1	0
[595]	-100-	0	0	0	1	0	1	0
[595]	-101-	1	0	0	2	0	1	0
[595]	-102-	0	0	0	1	0	1	0
[595]	-103-	0	0	0	1	0	1	0
[595]	-104-	3	0	0	4	0	1	0
[595]	-105-	0	0	0	1	0	1	0
[595]	-106-	0	0	0	1	0	1	0
[595]	-107-	2	0	0	3	0	1	0
[595]	-108-	0	0	0	1	0	1	0
[595]	-109-	2	0	0	3	0	1	0
[595]	-110-	1	0	0	2	0	1	0
[595]	-111-	2	0	0	3	0	1	0
[1001]	-0-	14	0	1	17	1	0	1
[96]	-0-	13	0	0	18	1	1	0
[788]	-0-	32	0	0	45	3	1	2
[138]	-0-	17	0	0	22	1	1	0
[649]	-0-	4	0	0	9	1	1	0
[144]	-0-	6	0	0	7	0	1	0
[144]	-1-	2	0	0	3	0	1	0
[144]	-2-	2	0	0	3	0	1	0
[1071]	-0-	35	0	0	40	1	1	1
[533]	-0-	1	0	0	2	0	1	1
[706]	-0-	14	1	0	18	1	1	2
[706]	-1-	4	0	1	5	0	0	0
[366]	-0-	11	1	1	15	1	0	2
[366]	-1-	6	0	0	7	0	1	0
[56]	-0-	0	0	0	1	0	1	0
[160]	-0-	16	0	1	19	1	0	2
[897]	-0-	6	0	0	7	0	1	0
[897]	-1-	0	0	0	1	0	1	0
[897]	-2-	2	0	0	3	0	1	0
[897]	-3-	3	0	0	4	0	1	0
[897]	-4-	0	0	0	1	0	1	0
[897]	-5-	3	0	0	4	0	1	0
[897]	-6-	0	0	0	1	0	1	0
[897]	-7-	3	0	0	4	0	1	0
[897]	-8-	0	0	0	1	0	1	0
[897]	-9-	0	0	0	1	0	1	0
[897]	-10-	0	0	0	1	0	1	0
[285]	-0-	2	0	0	3	0	1	0
[83]	-0-	48	0	0	67	6	1	0
[865]	-0-	10	0	0	15	1	1	1
[125]	-0-	37	1	0	41	1	1	2
[125]	-1-	4	0	1	5	0	0	0
[780]	-0-	1	0	0	2	0	1	0
[187]	-0-	1	0	0	2	0	1	1
[905]	-0-	12	0	0	13	0	1	0
[905]	-1-	2	0	0	3	0	1	0
[905]	-2-	0	0	0	1	0	1	0
[905]	-3-	0	0	0	1	0	1	0
[958]	-0-	11	0	0	12	0	1	0
[958]	-1-	0	0	0	1	0	1	0
[958]	-2-	2	0	0	3	0	1	0
[97]	-0-	2	0	0	3	0	1	1
[598]	-0-	9	0	0	14	1	1	0
[58]	-0-	5	0	0	10	1	1	1
[797]	-0-	7	0	1	10	1	0	2
[739]	-0-	9	0	0	10	0	1	0
[739]	-1-	1	0	0	2	0	1	0
[739]	-2-	2	0	0	3	0	1	0
[314]	-0-	5	0	0	10	1	1	0
[477]	-0-	6	0	0	11	1	1	1
[787]	-0-	2	0	0	3	0	1	1
[724]	-0-	8	0	1	11	1	0	2
[809]	-0-	14	0	0	15	0	1	0
[368]	-0-	2	0	0	3	0	1	0
[157]	-0-	8	0	0	13	1	1	0
[421]	-0-	37	1	0	41	1	1	1
[421]	-1-	1	0	1	2	0	0	0
[135]	-0-	1	0	0	2	0	1	1
[345]	-0-	2	0	0	3	0	1	0
[491]	-0-	6	0	0	11	1	1	1
[699]	-0-	0	0	0	1	0	1	0
[840]	-0-	0	0	0	1	0	1	0
[840]	-1-	3	0	0	4	0	1	0
[335]	-0-	9	0	0	13	1	1	0
[177]	-0-	14	0	1	17	1	0	2
[692]	-0-	0	0	0	1	0	1	0
[94]	-0-	1	0	0	2	0	1	0
[1024]	-0-	1	0	0	2	0	1	1
[504]	-0-	5	0	0	10	1	1	1
[103]	-0-	11	0	0	16	1	1	0
[626]	-0-	8	1	1	12	1	0	2
[626]	-1-	5	0	0	6	0	1	0
[54]	-0-	20	0	0	23	1	1	0
[54]	-1-	2	0	0	3	0	1	0
[658]	-0-	15	0	1	18	1	0	2
[643]	-0-	1	0	0	2	0	1	1
[111]	-0-	8	0	0	13	1	1	0
[571]	-0-	17	0	0	22	1	1	0
[1059]	-0-	2	0	0	3	0	1	0
[583]	-0-	1	0	0	2	0	1	1
[752]	-0-	12	0	0	16	1	1	0
[13]	-0-	22	0	0	31	2	1	0
[319]	-0-	10	0	0	15	1	1	0
[785]	-0-	25	0	1	28	1	0	1
[1018]	-0-	55	0	0	60	1	1	0
[1077]	-0-	19	0	0	27	2	1	0
[906]	-0-	3	0	0	8	1	1	0
[618]	-0-	2	0	0	7	1	1	0
[791]	-0-	12	0	0	17	1	1	0
[50]	-0-	3	0	0	8	1	1	0
[952]	-0-	13	1	1	17	1	0	0
[952]	-1-	31	0	0	32	0	1	0
[315]	-0-	20	0	0	28	2	1	0
[872]	-0-	11	0	0	16	1	1	0
[264]	-0-	1	0	0	2	0	1	0
[1087]	-0-	10	0	0	14	1	1	1
[180]	-0-	8	0	1	11	1	0	1
[964]	-0-	7	0	0	12	1	1	1
[1080]	-0-	11	0	0	16	1	1	0
[107]	-0-	9	0	0	14	1	1	1
[1009]	-0-	14	0	1	17	1	0	1
[205]	-0-	7	0	0	12	1	1	1
[603]	-0-	3	0	0	8	1	1	1
[516]	-0-	57	0	0	62	1	1	0
[434]	-0-	20	0	0	25	1	1	1
[915]	-0-	0	0	0	1	0	1	0
[893]	-0-	1	0	0	2	0	1	0
[893]	-1-	0	0	0	1	0	1	0
[893]	-2-	1	0	0	2	0	1	0
[971]	-0-	5	0	0	9	1	1	0
[971]	-1-	107	0	0	108	0	1	0
[971]	-2-	11	0	0	12	0	1	0
[971]	-3-	0	0	0	1	0	1	0
[971]	-4-	3	0	0	4	0	1	0
[971]	-5-	4	0	0	5	0	1	0
[941]	-0-	23	0	0	28	1	1	1
[451]	-0-	8	0	0	13	1	1	0
[777]	-0-	10	0	1	13	1	0	2
[284]	-0-	7	0	0	12	1	1	0
[619]	-0-	10	0	0	15	1	1	0
[53]	-0-	0	0	0	1	0	1	0
[592]	-0-	1	0	0	2	0	1	0
[592]	-1-	0	0	0	1	0	1	0
[592]	-2-	0	0	0	1	0	1	0
[584]	-0-	21	0	0	26	1	1	0
[360]	-0-	9	0	0	13	1	1	0
[360]	-1-	5	0	0	6	0	1	0
[360]	-2-	4	0	0	5	0	1	0
[360]	-3-	5	0	0	6	0	1	0
[360]	-4-	1	0	0	2	0	1	0
[106]	-0-	5	0	1	8	1	0	0
[31]	-0-	50	1	1	54	1	0	2
[31]	-1-	8	0	0	9	0	1	0
[746]	-0-	4	0	0	9	1	1	1
[1036]	-0-	17	0	1	20	1	0	2
[747]	-0-	26	1	0	30	1	1	1
[747]	-1-	3	0	1	4	0	0	0
[545]	-0-	1	0	0	2	0	1	1
[815]	-0-	1	0	0	2	0	1	0
[1004]	-0-	24	0	0	29	1	1	0
[1012]	-0-	8	0	0	13	1	1	1
[756]	-0-	2	0	0	3	0	1	0
[756]	-1-	2	0	0	3	0	1	0
[756]	-2-	0	0	0	1	0	1	0
[756]	-3-	1	0	0	2	0	1	0
[756]	-4-	0	0	0	1	0	1	0
[1072]	-0-	1	0	0	2	0	1	0
[898]	-0-	0	0	0	1	0	1	0
[898]	-1-	1	0	0	2	0	1	0
[217]	-0-	16	0	0	21	1	1	0
[712]	-0-	6	0	0	7	0	1	0
[712]	-1-	0	0	0	1	0	1	0
[712]	-2-	0	0	0	1	0	1	0
[536]	-0-	7	0	0	12	1	1	0
[423]	-0-	24	0	0	36	3	1	0
[320]	-0-	17	0	0	20	1	1	0
[320]	-1-	0	0	0	1	0	1	0
[7]	-0-	20	0	0	24	1	1	0
[1088]	-0-	8	0	1	11	1	0	1
[978]	-0-	14	0	1	17	1	0	1
[69]	-0-	1	0	0	2	0	1	1
[808]	-0-	1	0	0	2	0	1	1
[367]	-0-	2	0	0	7	1	1	0
[933]	-0-	14	0	0	15	0	1	0
[933]	-1-	0	0	0	1	0	1	0
[933]	-2-	1	0	0	2	0	1	0
[933]	-3-	3	0	0	4	0	1	0
[933]	-4-	0	0	0	1	0	1	0
[933]	-5-	2	0	0	3	0	1	0
[933]	-6-	2	0	0	3	0	1	0
[933]	-7-	0	0	0	1	0	1	0
[716]	-0-	14	0	0	19	1	1	1
[835]	-0-	17	1	1	21	1	0	1
[835]	-1-	12	0	0	13	0	1	0
[190]	-0-	18	1	0	22	1	1	1
[190]	-1-	1	0	1	2	0	0	0
[513]	-0-	4	0	0	9	1	1	0
[348]	-0-	6	0	0	11	1	1	0
[851]	-0-	2	0	0	3	0	1	0
[469]	-0-	10	0	1	13	1	0	1
