exact critical path: 
 
(time in ns) 
 
Node:			Time:
CHAN_Y	|	|(12,16).4	|500	|57500
CHAN_Y	|	|(12,17).4	|500	|58000
CHAN_X	|	|(13,17).4	|500	|58500
CHAN_X	|	|(14,17).4	|500	|59000
CHAN_X	|	|(15,17).4	|500	|59500
CHAN_Y	|	|(15,17).4	|500	|60000
CHAN_Y	|	|(15,16).4	|500	|60500
I_Pin	|IPIN(16,16).1	|(16,16).1	|500	|61000
CLB(comb)	|[623]	|(16,16)	|900	|61900
O_Pin	|OPIN(16,16)	|(16,16).1	|0	|61900
CHAN_Y	|	|(16,16).8	|500	|62400
CHAN_Y	|	|(16,17).8	|500	|62900
CHAN_Y	|	|(16,18).8	|500	|63400
CHAN_Y	|	|(16,19).8	|500	|63900
CHAN_Y	|	|(16,20).8	|500	|64400
CHAN_X	|	|(17,20).8	|500	|64900
CHAN_X	|	|(18,20).8	|500	|65400
CHAN_X	|	|(19,20).8	|500	|65900
CHAN_X	|	|(20,20).8	|500	|66400
CHAN_X	|	|(21,20).8	|500	|66900
CHAN_X	|	|(22,20).8	|500	|67400
CHAN_Y	|	|(22,21).8	|500	|67900
CHAN_X	|	|(23,21).8	|500	|68400
CHAN_Y	|	|(23,22).8	|500	|68900
CHAN_X	|	|(24,22).8	|500	|69400
CHAN_X	|	|(25,22).8	|500	|69900
CHAN_X	|	|(26,22).8	|500	|70400
CHAN_X	|	|(27,22).8	|500	|70900
CHAN_X	|	|(28,22).8	|500	|71400
CHAN_X	|	|(29,22).8	|500	|71900
CHAN_Y	|	|(29,22).8	|500	|72400
CHAN_Y	|	|(29,21).8	|500	|72900
CHAN_Y	|	|(29,20).8	|500	|73400
CHAN_Y	|	|(29,19).8	|500	|73900
CHAN_Y	|	|(29,18).8	|500	|74400
CHAN_Y	|	|(29,17).8	|500	|74900
CHAN_Y	|	|(29,16).8	|500	|75400
I_Pin	|IPIN(30,16).1	|(30,16).1	|500	|75900
CLB(comb)	|s298_out_5_	|(30,16)	|900	|76800
O_Pin	|OPIN(30,16)	|(30,16).1	|0	|76800
CHAN_X	|	|(30,15).7	|500	|77300
CHAN_X	|	|(31,15).7	|500	|77800
CHAN_Y	|	|(31,15).7	|500	|78300
CHAN_Y	|	|(31,14).7	|500	|78800
CHAN_Y	|	|(31,13).7	|500	|79300
CHAN_Y	|	|(31,12).7	|500	|79800
CHAN_X	|	|(32,11).7	|500	|80300
CHAN_Y	|	|(32,11).7	|500	|80800
CHAN_Y	|	|(32,10).7	|500	|81300
CHAN_Y	|	|(32,9).7	|500	|81800
CHAN_Y	|	|(32,8).7	|500	|82300
CHAN_Y	|	|(32,7).7	|500	|82800
CHAN_X	|	|(32,6).7	|500	|83300
CHAN_Y	|	|(31,6).7	|500	|83800
CHAN_X	|	|(31,5).7	|500	|84300
CHAN_Y	|	|(30,5).7	|500	|84800
CHAN_Y	|	|(30,4).7	|500	|85300
CHAN_Y	|	|(30,3).7	|500	|85800
CHAN_X	|	|(30,2).7	|500	|86300
CHAN_X	|	|(29,2).7	|500	|86800
CHAN_X	|	|(28,2).7	|500	|87300
CHAN_X	|	|(27,2).7	|500	|87800
CHAN_X	|	|(26,2).7	|500	|88300
CHAN_Y	|	|(25,2).7	|500	|88800
CHAN_X	|	|(25,1).7	|500	|89300
CHAN_X	|	|(24,1).7	|500	|89800
CHAN_X	|	|(23,1).7	|500	|90300
CHAN_X	|	|(22,1).7	|500	|90800
CHAN_X	|	|(21,1).7	|500	|91300
CHAN_X	|	|(20,1).7	|500	|91800
CHAN_Y	|	|(19,2).7	|500	|92300
CHAN_X	|	|(19,2).7	|500	|92800
CHAN_Y	|	|(18,2).7	|500	|93300
CHAN_Y	|	|(18,1).7	|500	|93800
CHAN_X	|	|(18,0).7	|500	|94300
CHAN_X	|	|(17,0).7	|500	|94800
CHAN_X	|	|(16,0).7	|500	|95300
CHAN_X	|	|(15,0).7	|500	|95800
CHAN_X	|	|(14,0).7	|500	|96300
CHAN_X	|	|(13,0).7	|500	|96800
CHAN_X	|	|(12,0).7	|500	|97300
CHAN_Y	|	|(11,1).7	|500	|97800
CHAN_Y	|	|(11,2).7	|500	|98300
CHAN_Y	|	|(11,3).7	|500	|98800
CHAN_Y	|	|(11,4).7	|500	|99300
CHAN_Y	|	|(11,5).7	|500	|99800
CHAN_X	|	|(11,5).7	|500	|100300
CHAN_X	|	|(10,5).7	|500	|100800
CHAN_X	|	|(9,5).7	|500	|101300
CHAN_X	|	|(8,5).7	|500	|101800
CHAN_Y	|	|(7,6).7	|500	|102300
CHAN_Y	|	|(7,7).7	|500	|102800
CHAN_X	|	|(7,7).7	|500	|103300
CHAN_Y	|	|(6,8).7	|500	|103800
CHAN_X	|	|(6,8).7	|500	|104300
CHAN_X	|	|(5,8).7	|500	|104800
CHAN_X	|	|(4,8).7	|500	|105300
CHAN_X	|	|(3,8).7	|500	|105800
CHAN_X	|	|(2,8).7	|500	|106300
CHAN_Y	|	|(1,9).7	|500	|106800
CHAN_X	|	|(1,9).7	|500	|107300
CHAN_Y	|	|(0,10).7	|500	|107800
CHAN_Y	|	|(0,11).7	|500	|108300
CHAN_Y	|	|(0,12).7	|500	|108800
CHAN_Y	|	|(0,13).7	|500	|109300
CHAN_Y	|	|(0,14).7	|500	|109800
CHAN_Y	|	|(0,15).7	|500	|110300
CHAN_Y	|	|(0,16).7	|500	|110800
CHAN_X	|	|(1,16).7	|500	|111300
CHAN_X	|	|(2,16).7	|500	|111800
CHAN_X	|	|(3,16).7	|500	|112300
CHAN_X	|	|(4,16).7	|500	|112800
CHAN_X	|	|(5,16).7	|500	|113300
CHAN_Y	|	|(5,17).7	|500	|113800
CHAN_Y	|	|(5,18).7	|500	|114300
CHAN_Y	|	|(5,19).7	|500	|114800
CHAN_Y	|	|(5,20).7	|500	|115300
CHAN_Y	|	|(5,21).7	|500	|115800
CHAN_Y	|	|(5,22).7	|500	|116300
CHAN_Y	|	|(5,23).7	|500	|116800
CHAN_X	|	|(6,23).7	|500	|117300
CHAN_Y	|	|(6,24).7	|500	|117800
CHAN_Y	|	|(6,25).7	|500	|118300
CHAN_X	|	|(6,25).7	|500	|118800
CHAN_Y	|	|(5,26).7	|500	|119300
CHAN_Y	|	|(5,27).7	|500	|119800
CHAN_Y	|	|(5,28).7	|500	|120300
CHAN_X	|	|(5,28).7	|500	|120800
CHAN_X	|	|(4,28).7	|500	|121300
CHAN_X	|	|(3,28).7	|500	|121800
CHAN_X	|	|(2,28).7	|500	|122300
CHAN_X	|	|(1,28).7	|500	|122800
CHAN_Y	|	|(0,28).7	|500	|123300
CHAN_Y	|	|(0,27).7	|500	|123800
CHAN_Y	|	|(0,26).7	|500	|124300
CHAN_Y	|	|(0,25).7	|500	|124800
I_Pin	|IPIN(0,25).0	|(0,25).0	|500	|125300
Out_Block	|out:s298_out_5_	|(0,25).0	|300	|125600
