exact critical path: 
 
(time in ns) 
 
Node:			Time:
I_Pin	|IPIN(24,4).0	|(24,4).0	|500	|68500
CLB(comb)	|[7965]	|(24,4)	|900	|69400
O_Pin	|OPIN(24,4)	|(24,4).1	|0	|69400
CHAN_Y	|	|(24,4).6	|500	|69900
CHAN_Y	|	|(24,5).6	|500	|70400
CHAN_Y	|	|(24,6).6	|500	|70900
CHAN_X	|	|(25,6).6	|500	|71400
CHAN_Y	|	|(25,7).6	|500	|71900
CHAN_X	|	|(26,7).6	|500	|72400
CHAN_X	|	|(27,7).6	|500	|72900
CHAN_Y	|	|(27,8).6	|500	|73400
CHAN_Y	|	|(27,9).6	|500	|73900
CHAN_Y	|	|(27,10).6	|500	|74400
CHAN_Y	|	|(27,11).6	|500	|74900
CHAN_Y	|	|(27,12).6	|500	|75400
CHAN_X	|	|(28,12).6	|500	|75900
I_Pin	|IPIN(28,12).2	|(28,12).2	|500	|76400
CLB(comb)	|[7988]	|(28,12)	|4300	|80700
O_Pin	|OPIN(28,12)	|(28,12).1	|0	|80700
CHAN_Y	|	|(28,12).7	|500	|81200
CHAN_Y	|	|(28,13).7	|500	|81700
CHAN_Y	|	|(28,14).7	|500	|82200
CHAN_Y	|	|(28,15).7	|500	|82700
CHAN_Y	|	|(28,16).7	|500	|83200
CHAN_Y	|	|(28,17).7	|500	|83700
CHAN_X	|	|(29,17).7	|500	|84200
CHAN_Y	|	|(29,18).7	|500	|84700
CHAN_Y	|	|(29,19).7	|500	|85200
CHAN_X	|	|(30,19).7	|500	|85700
CHAN_X	|	|(31,19).7	|500	|86200
CHAN_Y	|	|(31,20).7	|500	|86700
CHAN_Y	|	|(31,21).7	|500	|87200
CHAN_Y	|	|(31,22).7	|500	|87700
CHAN_Y	|	|(31,23).7	|500	|88200
CHAN_Y	|	|(31,24).7	|500	|88700
CHAN_Y	|	|(31,25).7	|500	|89200
CHAN_Y	|	|(31,26).7	|500	|89700
CHAN_Y	|	|(31,27).7	|500	|90200
I_Pin	|IPIN(32,27).1	|(32,27).1	|500	|90700
CLB(comb)	|[8004]	|(32,27)	|900	|91600
O_Pin	|OPIN(32,27)	|(32,27).1	|0	|91600
CHAN_Y	|	|(32,27).5	|500	|92100
CHAN_Y	|	|(32,28).5	|500	|92600
CHAN_Y	|	|(32,29).5	|500	|93100
CHAN_X	|	|(32,29).5	|500	|93600
CHAN_X	|	|(31,29).5	|500	|94100
CHAN_Y	|	|(30,30).5	|500	|94600
CHAN_X	|	|(30,30).5	|500	|95100
CHAN_X	|	|(29,30).5	|500	|95600
CHAN_X	|	|(28,30).5	|500	|96100
CHAN_X	|	|(27,30).5	|500	|96600
CHAN_Y	|	|(26,31).5	|500	|97100
CHAN_Y	|	|(26,32).5	|500	|97600
CHAN_Y	|	|(26,33).5	|500	|98100
CHAN_Y	|	|(26,34).5	|500	|98600
CHAN_X	|	|(26,34).5	|500	|99100
CHAN_Y	|	|(25,35).5	|500	|99600
CHAN_Y	|	|(25,36).5	|500	|100100
CHAN_X	|	|(25,36).5	|500	|100600
CHAN_X	|	|(24,36).5	|500	|101100
CHAN_X	|	|(23,36).5	|500	|101600
CHAN_X	|	|(22,36).5	|500	|102100
CHAN_Y	|	|(21,37).5	|500	|102600
I_Pin	|IPIN(21,37).3	|(21,37).3	|500	|103100
CLB(seq)	|n_n853	|(21,37)	|800	|103900
