

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[968]	-0-	0	0	0	1	0	1	0
[968]	-1-	43	0	0	44	0	1	0
[6648]	-0-	130	0	0	180	14	1	0
[4255]	-0-	250	0	0	357	30	1	0
[8085]	-0-	103	0	0	139	10	1	0
[5136]	-0-	141	0	0	142	0	1	0
[7770]	-0-	56	0	1	58	1	0	0
[3211]	-0-	11	0	1	13	1	0	0
[3791]	-0-	7	0	1	12	1	0	0
[8395]	-0-	68	0	1	73	1	0	0
[5314]	-0-	20	0	1	25	1	0	0
[3058]	-0-	19	0	1	26	2	0	0
[1648]	-0-	36	1	1	41	1	0	0
[5963]	-0-	6	1	1	11	1	0	0
[6684]	-0-	10	1	1	15	1	0	0
[2100]	-0-	3	1	1	8	1	0	0
[2278]	-0-	4	1	1	9	1	0	0
[4643]	-0-	5	1	1	10	1	0	0
[1522]	-0-	4	1	1	9	1	0	0
[5743]	-0-	4	1	1	9	1	0	0
[7726]	-0-	7	1	1	12	1	0	0
[1788]	-0-	15	1	1	20	1	0	0
[3797]	-0-	9	1	1	14	1	0	0
[5679]	-0-	8	1	1	13	1	0	0
[3231]	-0-	5	1	1	10	1	0	0
[4337]	-0-	37	1	1	42	1	0	0
[6835]	-0-	76	1	1	81	1	0	0
[2606]	-0-	2	0	1	4	1	0	0
[3033]	-0-	3	0	1	5	1	0	0
[300]	-0-	1	0	1	3	1	0	0
[8018]	-0-	3	0	1	5	1	0	0
[6353]	-0-	3	1	1	8	1	0	0
[6625]	-0-	170	0	0	243	19	1	0
[814]	-0-	74	0	0	97	6	1	0
[438]	-0-	267	0	0	382	32	1	0
[4394]	-0-	79	0	0	97	5	1	0
[4915]	-0-	224	0	0	262	10	1	0
[3219]	-0-	67	0	0	115	14	1	0
[6524]	-0-	4	0	0	7	1	1	0
[5610]	-0-	2	0	0	5	1	1	0
[2150]	-0-	53	0	0	79	8	1	0
[8099]	-0-	0	0	0	1	0	1	0
[3548]	-0-	0	0	0	1	0	1	0
[4997]	-0-	3	0	0	4	0	1	0
[4997]	-1-	3	0	0	4	0	1	0
[4997]	-2-	2	0	0	3	0	1	0
[4000]	-0-	0	0	0	1	0	1	0
[2180]	-0-	0	0	0	1	0	1	0
[1205]	-0-	0	0	0	1	0	1	0
[5823]	-0-	10	0	0	14	1	1	0
[2231]	-0-	13513	0	0	16658	855	1	1
[6302]	-0-	2	0	0	6	1	1	0
[5077]	-0-	5	0	0	12	2	1	0
[6973]	-0-	25	0	0	30	1	1	0
[2162]	-0-	7	0	0	11	1	1	0
[4038]	-0-	101	0	0	118	5	1	0
[6169]	-0-	12	0	1	15	1	0	0
[1033]	-0-	18	0	1	21	1	0	0
[6696]	-0-	31	0	0	38	2	1	0
[3353]	-0-	30	0	0	44	4	1	0
[1629]	-0-	2	0	0	3	0	1	0
[7717]	-0-	8	0	0	13	1	1	0
[3599]	-0-	2221	0	0	2850	173	1	0
[62]	-0-	32	0	0	37	1	1	0
[3297]	-0-	32	0	0	43	3	1	0
[2206]	-0-	118	0	0	143	7	1	0
[7326]	-0-	5570	0	0	7263	460	1	0
[318]	-0-	30	0	0	41	3	1	0
[5927]	-0-	303	0	0	436	39	1	0
[6629]	-0-	81	0	0	98	4	1	0
[3827]	-0-	8	0	0	15	2	1	0
[4463]	-0-	37	0	0	46	2	1	0
[3902]	-0-	934	0	0	1225	82	1	0
[6112]	-0-	1	0	0	2	0	1	0
[4280]	-0-	94	0	0	99	1	1	0
[5080]	-0-	2069	0	0	2684	164	1	0
[8213]	-0-	12	0	0	17	1	1	0
[7772]	-0-	22	0	0	34	4	1	0
[385]	-0-	39	0	0	44	1	1	0
[1596]	-0-	19	0	0	24	1	1	0
[7208]	-0-	26	0	0	44	5	1	0
[212]	-0-	3	0	0	4	0	1	0
[66]	-0-	19	0	0	38	5	1	0
[3415]	-0-	23	0	0	26	1	1	0
[4976]	-0-	24	0	0	28	1	1	0
[706]	-0-	21	0	0	26	1	1	0
[6967]	-0-	2	0	0	6	1	1	0
[487]	-0-	16	0	0	25	2	1	0
[1861]	-0-	10	0	0	21	3	1	0
[5097]	-0-	240	0	1	345	29	0	0
[381]	-0-	237	0	1	312	21	0	0
[5369]	-0-	15	0	0	20	1	1	0
[5499]	-0-	10	0	0	11	0	1	0
[2373]	-0-	22	0	0	33	3	1	0
[5578]	-0-	9	0	0	20	3	1	0
[1953]	-0-	64	0	0	102	10	1	0
[3292]	-0-	51	0	0	64	3	1	0
[1750]	-0-	70	0	0	83	4	1	0
[2824]	-0-	3	0	0	8	1	1	0
---	---	---	---	---	---	---	---	---
[all]		133190	61	82	163652	8350	113	33
