

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[5792]	-0-	44	1	1	49	1	0	0
[4699]	-0-	161	0	1	165	1	0	0
[2082]	-0-	2	0	1	4	1	0	0
[1336]	-0-	9	1	1	14	1	0	0
[1910]	-0-	18	1	1	23	1	0	0
[6950]	-0-	160	1	1	165	1	0	0
[2778]	-0-	8	1	1	13	1	0	0
[3269]	-0-	12	1	1	17	1	0	0
[4350]	-0-	6	1	1	11	1	0	0
[8235]	-0-	71	0	0	76	1	1	0
[8235]	-1-	5	0	0	6	0	1	0
[2610]	-0-	0	0	1	1	0	0	0
[1334]	-0-	203	0	0	215	3	1	0
[6278]	-0-	152	0	1	159	2	0	0
[1452]	-0-	112	0	1	130	5	0	0
[2545]	-0-	55	0	0	82	7	1	0
[5232]	-0-	22	0	0	38	4	1	0
[4015]	-0-	119	0	1	124	1	0	0
[2492]	-0-	23787	0	0	28750	1366	1	0
[7305]	-0-	54	0	0	55	0	1	0
[919]	-0-	93	0	0	101	2	1	0
[6683]	-0-	24	0	0	29	1	1	0
[1346]	-0-	11	0	0	15	1	1	0
[7085]	-0-	66	0	0	77	3	1	0
[1792]	-0-	15929	0	0	18546	723	1	0
[3483]	-0-	66	0	0	70	1	1	0
[2916]	-0-	11299	0	0	14050	754	1	0
[2409]	-0-	6927	0	0	8601	453	1	0
[6585]	-0-	27	0	0	34	2	1	0
[1229]	-0-	318	0	0	370	14	1	0
[2893]	-0-	172	0	0	221	14	1	0
[5503]	-0-	361	0	0	412	15	1	0
[4801]	-0-	177	0	0	211	9	1	0
[968]	-0-	2	0	0	3	0	1	0
[968]	-1-	18	0	0	19	0	1	0
[6648]	-0-	238	0	0	288	14	1	0
[4255]	-0-	568	0	0	675	30	1	0
[8085]	-0-	127	0	0	163	10	1	0
[5136]	-0-	34	0	0	35	0	1	0
[7770]	-0-	1	0	1	3	1	0	0
[3211]	-0-	4	0	1	6	1	0	0
[3791]	-0-	8	0	1	13	1	0	0
[8395]	-0-	9	0	1	14	1	0	0
[5314]	-0-	9	0	1	14	1	0	0
[3058]	-0-	208	0	1	215	2	0	0
[1648]	-0-	8	1	1	13	1	0	0
[5963]	-0-	16	1	1	21	1	0	0
[6684]	-0-	6	1	1	11	1	0	0
[2100]	-0-	5	1	1	10	1	0	0
[2278]	-0-	7	1	1	12	1	0	0
[4643]	-0-	7	1	1	12	1	0	0
[1522]	-0-	5	1	1	10	1	0	0
[5743]	-0-	16	1	1	21	1	0	0
[7726]	-0-	4	1	1	9	1	0	0
[1788]	-0-	7	1	1	12	1	0	0
[3797]	-0-	6	1	1	11	1	0	0
[5679]	-0-	6	1	1	11	1	0	0
[3231]	-0-	9	1	1	14	1	0	0
[4337]	-0-	4	1	1	9	1	0	0
[6835]	-0-	5	1	1	10	1	0	0
[2606]	-0-	1	0	1	3	1	0	0
[3033]	-0-	7	0	1	9	1	0	0
[300]	-0-	1	0	1	3	1	0	0
[8018]	-0-	3	0	1	5	1	0	0
[6353]	-0-	7	1	1	12	1	0	0
[6625]	-0-	180	0	0	253	19	1	0
[814]	-0-	144	0	0	167	6	1	0
[438]	-0-	339	0	0	454	32	1	0
[4394]	-0-	91	0	0	109	5	1	0
[4915]	-0-	495	0	0	533	10	1	0
[3219]	-0-	130	0	0	178	14	1	0
[6524]	-0-	35	0	0	38	1	1	0
[5610]	-0-	10	0	0	13	1	1	0
[2150]	-0-	35	0	0	61	8	1	0
[8099]	-0-	0	0	0	1	0	1	0
[3548]	-0-	2	0	0	3	0	1	0
[4997]	-0-	1	0	0	2	0	1	0
[4997]	-1-	4	0	0	5	0	1	0
[4997]	-2-	0	0	0	1	0	1	0
[4000]	-0-	0	0	0	1	0	1	0
[2180]	-0-	0	0	0	1	0	1	0
[1205]	-0-	0	0	0	1	0	1	0
[5823]	-0-	8	0	0	12	1	1	0
[2231]	-0-	15555	0	0	18700	855	1	1
[6302]	-0-	8	0	0	12	1	1	0
[5077]	-0-	16	0	0	23	2	1	0
[6973]	-0-	15	0	0	20	1	1	0
[2162]	-0-	6	0	0	10	1	1	0
[4038]	-0-	80	0	0	97	5	1	0
[6169]	-0-	47	0	1	50	1	0	0
[1033]	-0-	6	0	1	9	1	0	0
[6696]	-0-	20	0	0	27	2	1	0
[3353]	-0-	34	0	0	48	4	1	0
[1629]	-0-	12	0	0	13	0	1	0
[7717]	-0-	10	0	0	15	1	1	0
[3599]	-0-	2407	0	0	3036	173	1	0
[62]	-0-	3	0	0	8	1	1	0
[3297]	-0-	61	0	0	72	3	1	0
[2206]	-0-	231	0	0	256	7	1	0
[7326]	-0-	5855	0	0	7548	460	1	0
[318]	-0-	64	0	0	75	3	1	0
[5927]	-0-	632	0	0	765	39	1	0
[6629]	-0-	79	0	0	96	4	1	0
[3827]	-0-	6	0	0	13	2	1	0
[4463]	-0-	17	0	0	26	2	1	0
[3902]	-0-	1091	0	0	1382	82	1	0
[6112]	-0-	9	0	0	10	0	1	0
[4280]	-0-	55	0	0	60	1	1	0
[5080]	-0-	2301	0	0	2916	164	1	0
[8213]	-0-	32	0	0	37	1	1	0
[7772]	-0-	166	0	0	178	4	1	0
[385]	-0-	17	0	0	22	1	1	0
[1596]	-0-	19	0	0	24	1	1	0
[7208]	-0-	65	0	0	83	5	1	0
[212]	-0-	0	0	0	1	0	1	0
[66]	-0-	26	0	0	45	5	1	0
[3415]	-0-	6	0	0	9	1	1	0
[4976]	-0-	12	0	0	16	1	1	0
[706]	-0-	24	0	0	29	1	1	0
[6967]	-0-	11	0	0	15	1	1	0
[487]	-0-	35	0	0	44	2	1	0
[1861]	-0-	19	0	0	30	3	1	0
[5097]	-0-	714	0	1	819	29	0	0
[381]	-0-	459	0	1	534	21	0	0
[5369]	-0-	40	0	0	45	1	1	0
[5499]	-0-	16	0	0	17	0	1	0
[2373]	-0-	17	0	0	28	3	1	0
[5578]	-0-	19	0	0	30	3	1	0
[1953]	-0-	86	0	0	124	10	1	0
[3292]	-0-	82	0	0	95	3	1	0
[1750]	-0-	134	0	0	147	4	1	0
[2824]	-0-	6	0	0	11	1	1	0
---	---	---	---	---	---	---	---	---
[all]		158761	61	82	189223	8350	113	33
