

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[515]	-1-	1	0	0	2	0	1	0
[515]	-2-	0	0	0	1	0	1	0
[184]	-0-	2	0	0	3	0	1	1
[616]	-0-	5	0	0	6	0	1	0
[616]	-1-	1	0	0	2	0	1	0
[616]	-2-	1	0	0	2	0	1	0
[131]	-0-	11	0	1	14	1	0	2
[589]	-0-	39	0	0	42	1	1	0
[589]	-1-	0	0	0	1	0	1	0
[589]	-2-	20	0	0	21	0	1	0
[394]	-0-	1	0	0	2	0	1	1
[423]	-0-	13	0	0	18	1	1	0
[656]	-0-	20	0	0	25	1	1	1
[346]	-0-	2	0	0	3	0	1	1
[543]	-0-	19	0	0	24	1	1	1
[580]	-0-	22	0	0	27	1	1	1
[702]	-0-	68	0	0	73	1	1	1
[200]	-0-	1	0	0	2	0	1	0
[181]	-0-	1	0	0	2	0	1	1
[403]	-0-	2	0	0	3	0	1	1
[470]	-0-	10	0	0	13	1	1	0
[470]	-1-	0	0	0	1	0	1	0
[134]	-0-	10	0	1	13	1	0	2
[147]	-0-	8	1	1	12	1	0	2
[147]	-1-	11	0	0	12	0	1	0
[736]	-0-	7	0	0	12	1	1	1
[443]	-0-	5	0	0	6	0	1	0
[190]	-0-	1	0	0	2	0	1	1
[492]	-0-	21	0	0	26	1	1	1
[724]	-0-	2	0	0	3	0	1	0
[570]	-0-	7	0	0	8	0	1	0
[570]	-1-	15	0	0	16	0	1	0
[570]	-2-	0	0	0	1	0	1	0
[570]	-3-	0	0	0	1	0	1	0
[632]	-0-	0	0	0	1	0	1	0
[632]	-1-	3	0	0	4	0	1	0
[644]	-0-	14	0	0	19	1	1	0
[456]	-0-	0	0	0	1	0	1	0
[456]	-1-	3	0	0	4	0	1	0
[456]	-2-	0	0	0	1	0	1	0
[456]	-3-	1	0	0	2	0	1	0
[456]	-4-	5	0	0	6	0	1	0
[456]	-5-	4	0	0	5	0	1	0
[456]	-6-	3	0	0	4	0	1	0
[456]	-7-	2	0	0	3	0	1	0
[456]	-8-	4	0	0	5	0	1	0
[456]	-9-	2	0	0	3	0	1	0
[663]	-0-	5	0	0	6	0	1	0
[663]	-1-	2	0	0	3	0	1	0
[234]	-0-	1	0	0	2	0	1	1
[675]	-0-	13	0	0	14	0	1	0
[675]	-1-	4	0	0	5	0	1	0
[675]	-2-	10	0	0	11	0	1	0
[675]	-3-	0	0	0	1	0	1	0
[112]	-0-	14	1	1	18	1	0	2
[112]	-1-	7	0	0	8	0	1	0
[197]	-0-	1	0	0	2	0	1	1
[429]	-0-	3	0	0	4	0	1	0
[429]	-1-	0	0	0	1	0	1	0
[429]	-2-	1	0	0	2	0	1	0
[459]	-0-	9	0	0	10	0	1	0
[318]	-0-	1	0	0	2	0	1	1
[69]	-0-	10	0	1	13	1	0	2
[141]	-0-	8	0	0	9	0	1	0
[141]	-1-	9	0	0	10	0	1	0
[141]	-2-	0	0	0	1	0	1	0
[141]	-3-	2	0	0	3	0	1	0
[141]	-4-	7	0	0	8	0	1	0
[141]	-5-	11	0	0	12	0	1	0
[141]	-6-	13	0	0	14	0	1	0
[141]	-7-	4	0	0	5	0	1	0
[141]	-8-	4	0	0	5	0	1	0
[141]	-9-	5	0	0	6	0	1	0
[141]	-10-	2	0	0	3	0	1	0
[141]	-11-	3	0	0	4	0	1	0
[141]	-12-	7	0	0	8	0	1	0
[141]	-13-	2	0	0	3	0	1	0
[141]	-14-	9	0	0	10	0	1	0
[141]	-15-	2	0	0	3	0	1	0
[141]	-16-	19	0	0	20	0	1	0
[141]	-17-	16	0	0	17	0	1	0
[141]	-18-	13	0	0	14	0	1	0
[141]	-19-	1	0	0	2	0	1	0
[141]	-20-	2	0	0	3	0	1	0
[141]	-21-	8	0	0	9	0	1	0
[141]	-22-	8	0	0	9	0	1	0
[141]	-23-	6	0	0	7	0	1	0
[141]	-24-	6	0	0	7	0	1	0
[141]	-25-	1	0	0	2	0	1	0
[141]	-26-	0	0	0	1	0	1	0
[141]	-27-	2	0	0	3	0	1	0
[141]	-28-	4	0	0	5	0	1	0
[141]	-29-	10	0	0	11	0	1	0
[141]	-30-	14	0	0	15	0	1	0
[141]	-31-	0	0	0	1	0	1	0
[141]	-32-	0	0	0	1	0	1	0
[141]	-33-	5	0	0	6	0	1	0
[141]	-34-	0	0	0	1	0	1	0
[141]	-35-	0	0	0	1	0	1	0
[141]	-36-	0	0	0	1	0	1	0
[141]	-37-	1	0	0	2	0	1	0
[141]	-38-	2	0	0	3	0	1	0
[141]	-39-	0	0	0	1	0	1	0
[141]	-40-	0	0	0	1	0	1	0
[141]	-41-	5	0	0	6	0	1	0
[141]	-42-	6	0	0	7	0	1	0
[141]	-43-	0	0	0	1	0	1	0
[141]	-44-	0	0	0	1	0	1	0
[141]	-45-	0	0	0	1	0	1	0
[141]	-46-	1	0	0	2	0	1	0
[141]	-47-	0	0	0	1	0	1	0
[141]	-48-	2	0	0	3	0	1	0
[141]	-49-	5	0	0	6	0	1	0
[141]	-50-	1	0	0	2	0	1	0
[141]	-51-	3	0	0	4	0	1	0
[141]	-52-	7	0	0	8	0	1	0
[141]	-53-	1	0	0	2	0	1	0
[141]	-54-	6	0	0	7	0	1	0
[141]	-55-	5	0	0	6	0	1	0
[141]	-56-	1	0	0	2	0	1	0
[141]	-57-	1	0	0	2	0	1	0
[141]	-58-	3	0	0	4	0	1	0
[141]	-59-	2	0	0	3	0	1	0
[141]	-60-	0	0	0	1	0	1	0
[141]	-61-	1	0	0	2	0	1	0
[141]	-62-	3	0	0	4	0	1	0
[141]	-63-	1	0	0	2	0	1	0
[141]	-64-	2	0	0	3	0	1	0
[141]	-65-	1	0	0	2	0	1	0
[141]	-66-	2	0	0	3	0	1	0
[141]	-67-	2	0	0	3	0	1	0
[141]	-68-	0	0	0	1	0	1	0
[141]	-69-	0	0	0	1	0	1	0
[141]	-70-	2	0	0	3	0	1	0
[141]	-71-	3	0	0	4	0	1	0
[141]	-72-	2	0	0	3	0	1	0
[141]	-73-	1	0	0	2	0	1	0
[141]	-74-	0	0	0	1	0	1	0
[141]	-75-	0	0	0	1	0	1	0
[141]	-76-	1	0	0	2	0	1	0
[141]	-77-	0	0	0	1	0	1	0
[141]	-78-	1	0	0	2	0	1	0
[141]	-79-	2	0	0	3	0	1	0
[141]	-80-	0	0	0	1	0	1	0
[141]	-81-	1	0	0	2	0	1	0
[141]	-82-	0	0	0	1	0	1	0
[141]	-83-	0	0	0	1	0	1	0
[141]	-84-	1	0	0	2	0	1	0
[141]	-85-	0	0	0	1	0	1	0
[141]	-86-	2	0	0	3	0	1	0
[141]	-87-	0	0	0	1	0	1	0
[141]	-88-	0	0	0	1	0	1	0
[141]	-89-	1	0	0	2	0	1	0
[141]	-90-	0	0	0	1	0	1	0
[141]	-91-	2	0	0	3	0	1	0
[141]	-92-	0	0	0	1	0	1	0
[141]	-93-	1	0	0	2	0	1	0
[141]	-94-	1	0	0	2	0	1	0
[141]	-95-	1	0	0	2	0	1	0
[141]	-96-	0	0	0	1	0	1	0
[141]	-97-	1	0	0	2	0	1	0
[141]	-98-	3	0	0	4	0	1	0
[141]	-99-	3	0	0	4	0	1	0
[141]	-100-	2	0	0	3	0	1	0
[141]	-101-	1	0	0	2	0	1	0
[141]	-102-	1	0	0	2	0	1	0
[141]	-103-	2	0	0	3	0	1	0
[141]	-104-	0	0	0	1	0	1	0
[141]	-105-	2	0	0	3	0	1	0
[141]	-106-	3	0	0	4	0	1	0
[141]	-107-	2	0	0	3	0	1	0
[141]	-108-	1	0	0	2	0	1	0
[141]	-109-	0	0	0	1	0	1	0
[141]	-110-	1	0	0	2	0	1	0
[141]	-111-	0	0	0	1	0	1	0
[141]	-112-	0	0	0	1	0	1	0
[141]	-113-	0	0	0	1	0	1	0
[141]	-114-	2	0	0	3	0	1	0
[141]	-115-	2	0	0	3	0	1	0
[141]	-116-	1	0	0	2	0	1	0
[141]	-117-	2	0	0	3	0	1	0
[141]	-118-	1	0	0	2	0	1	0
[141]	-119-	0	0	0	1	0	1	0
[141]	-120-	1	0	0	2	0	1	0
[141]	-121-	2	0	0	3	0	1	0
[141]	-122-	2	0	1	3	0	0	0
[141]	-123-	0	0	0	1	0	1	0
[141]	-124-	1	0	0	2	0	1	0
[141]	-125-	1	0	0	2	0	1	0
[141]	-126-	0	0	0	1	0	1	0
[141]	-127-	1	0	0	2	0	1	0
[734]	-0-	10	0	0	13	1	1	0
[734]	-1-	3	0	0	4	0	1	0
[378]	-0-	1	0	0	2	0	1	1
[225]	-0-	1	0	0	2	0	1	1
[700]	-0-	11	0	0	16	1	1	1
[100]	-0-	32	0	1	35	1	0	2
[274]	-0-	1	0	0	2	0	1	1
[512]	-0-	6	0	0	9	1	1	0
[837]	-0-	2	0	0	7	1	1	0
[887]	-0-	10	0	0	15	1	1	1
[139]	-0-	15	1	1	19	1	0	2
[139]	-1-	5	0	0	6	0	1	0
[466]	-0-	43	0	0	48	1	1	1
[624]	-0-	10	0	0	11	0	1	1
[624]	-1-	0	0	0	1	0	1	0
[624]	-2-	1	0	0	2	0	1	0
[208]	-0-	1	0	0	2	0	1	1
[553]	-0-	13	0	0	18	1	1	1
[596]	-0-	23	0	0	28	1	1	1
[188]	-0-	1	0	0	2	0	1	1
[564]	-0-	4	0	0	5	0	1	0
[563]	-0-	2	0	0	3	0	1	0
[549]	-0-	16	0	0	19	1	1	1
[549]	-1-	1	0	0	2	0	1	0
[83]	-0-	9	0	1	12	1	0	2
[474]	-0-	75	1	0	90	4	1	3
[521]	-0-	8	0	0	9	0	1	0
[541]	-0-	12	0	0	17	1	1	0
[610]	-0-	8	0	0	13	1	1	0
[305]	-0-	1	0	0	2	0	1	1
[65]	-0-	8	0	1	11	1	0	2
[888]	-0-	11	0	0	15	1	1	0
[61]	-0-	16	1	0	20	1	1	1
[61]	-1-	1	0	1	2	0	0	0
[701]	-0-	7	0	0	8	0	1	0
[431]	-0-	21	0	0	29	2	1	0
[431]	-1-	26	0	0	27	0	1	0
[431]	-2-	3	0	0	4	0	1	0
[431]	-3-	2	0	0	3	0	1	0
[431]	-4-	6	0	0	7	0	1	0
[431]	-5-	32	0	0	33	0	1	0
[431]	-6-	0	0	0	1	0	1	0
[431]	-7-	22	0	0	23	0	1	0
[431]	-8-	0	0	0	1	0	1	0
[431]	-9-	2	0	0	3	0	1	0
[431]	-10-	2	0	0	3	0	1	0
[431]	-11-	4	0	0	5	0	1	0
[431]	-12-	11	0	0	12	0	1	0
[431]	-13-	0	0	0	1	0	1	0
[431]	-14-	0	0	0	1	0	1	0
[431]	-15-	5	0	0	6	0	1	0
[431]	-16-	2	0	0	3	0	1	0
[431]	-17-	4	0	0	5	0	1	0
[431]	-18-	2	0	0	3	0	1	0
[431]	-19-	3	0	0	4	0	1	0
[431]	-20-	2	0	0	3	0	1	0
[431]	-21-	7	0	0	8	0	1	0
[431]	-22-	4	0	0	5	0	1	0
[431]	-23-	0	0	0	1	0	1	0
[431]	-24-	2	0	0	3	0	1	0
[431]	-25-	1	0	0	2	0	1	0
[431]	-26-	1	0	0	2	0	1	0
[431]	-27-	3	0	0	4	0	1	0
[431]	-28-	0	0	0	1	0	1	0
[431]	-29-	0	0	0	1	0	1	0
[431]	-30-	3	0	0	4	0	1	0
[431]	-31-	3	0	0	4	0	1	0
[431]	-32-	4	0	0	5	0	1	0
[431]	-33-	2	0	0	3	0	1	0
[431]	-34-	1	0	0	2	0	1	0
[431]	-35-	9	0	0	10	0	1	0
[431]	-36-	0	0	0	1	0	1	0
[431]	-37-	3	0	0	4	0	1	0
[431]	-38-	1	0	0	2	0	1	0
[431]	-39-	0	0	0	1	0	1	0
[431]	-40-	0	0	0	1	0	1	0
[431]	-41-	4	0	0	5	0	1	0
[431]	-42-	0	0	0	1	0	1	0
[431]	-43-	1	0	0	2	0	1	0
[431]	-44-	1	0	0	2	0	1	0
[431]	-45-	0	0	0	1	0	1	0
[431]	-46-	3	0	0	4	0	1	0
[431]	-47-	0	0	0	1	0	1	0
[431]	-48-	2	0	0	3	0	1	0
[431]	-49-	0	0	0	1	0	1	0
[431]	-50-	0	0	0	1	0	1	0
[431]	-51-	0	0	0	1	0	1	0
[431]	-52-	1	0	0	2	0	1	0
[431]	-53-	3	0	0	4	0	1	0
[431]	-54-	5	0	0	6	0	1	0
[431]	-55-	1	0	0	2	0	1	0
[431]	-56-	1	0	0	2	0	1	0
[431]	-57-	2	0	0	3	0	1	0
[431]	-58-	0	0	0	1	0	1	0
[431]	-59-	0	0	0	1	0	1	0
[431]	-60-	1	0	0	2	0	1	0
[431]	-61-	1	0	0	2	0	1	0
[431]	-62-	0	0	0	1	0	1	0
[431]	-63-	4	0	0	5	0	1	0
[431]	-64-	2	0	0	3	0	1	0
[431]	-65-	1	0	0	2	0	1	0
[431]	-66-	2	0	0	3	0	1	0
[431]	-67-	0	0	0	1	0	1	0
[431]	-68-	0	0	0	1	0	1	0
[431]	-69-	2	0	0	3	0	1	0
[431]	-70-	0	0	0	1	0	1	0
[431]	-71-	3	0	0	4	0	1	0
[431]	-72-	1	0	0	2	0	1	0
[431]	-73-	0	0	0	1	0	1	0
[431]	-74-	0	0	0	1	0	1	0
[431]	-75-	0	0	0	1	0	1	0
[431]	-76-	1	0	0	2	0	1	0
[431]	-77-	3	0	0	4	0	1	0
[431]	-78-	1	0	0	2	0	1	0
[431]	-79-	0	0	0	1	0	1	0
[431]	-80-	5	0	0	6	0	1	0
[431]	-81-	4	0	0	5	0	1	0
[431]	-82-	3	0	0	4	0	1	0
[431]	-83-	0	0	0	1	0	1	0
[431]	-84-	0	0	0	1	0	1	0
[431]	-85-	0	0	0	1	0	1	0
[431]	-86-	2	0	0	3	0	1	0
[431]	-87-	1	0	0	2	0	1	0
[431]	-88-	0	0	0	1	0	1	0
[431]	-89-	9	0	0	10	0	1	0
[431]	-90-	1	0	0	2	0	1	0
[431]	-91-	3	0	0	4	0	1	0
[431]	-92-	0	0	0	1	0	1	0
[431]	-93-	0	0	0	1	0	1	0
[431]	-94-	3	0	0	4	0	1	0
[431]	-95-	0	0	0	1	0	1	0
[431]	-96-	21	0	0	22	0	1	0
[431]	-97-	2	0	0	3	0	1	0
[431]	-98-	3	0	0	4	0	1	0
[431]	-99-	1	0	0	2	0	1	0
[431]	-100-	1	0	0	2	0	1	0
[431]	-101-	0	0	0	1	0	1	0
[431]	-102-	4	0	0	5	0	1	0
[431]	-103-	2	0	0	3	0	1	0
[431]	-104-	1	0	0	2	0	1	0
[431]	-105-	1	0	0	2	0	1	0
[431]	-106-	0	0	0	1	0	1	0
[431]	-107-	0	0	0	1	0	1	0
[431]	-108-	0	0	0	1	0	1	0
[431]	-109-	0	0	0	1	0	1	0
[431]	-110-	5	0	0	6	0	1	0
[431]	-111-	1	0	0	2	0	1	0
[56]	-0-	14	0	1	17	1	0	1
[591]	-0-	9	0	0	14	1	1	0
[505]	-0-	32	0	0	45	3	1	2
[651]	-0-	19	0	0	24	1	1	0
[594]	-0-	17	0	0	22	1	1	0
[452]	-0-	7	0	0	8	0	1	0
[452]	-1-	4	0	0	5	0	1	0
[452]	-2-	1	0	0	2	0	1	0
[605]	-0-	34	0	0	39	1	1	1
[287]	-0-	1	0	0	2	0	1	1
[84]	-0-	13	1	1	17	1	0	2
[84]	-1-	4	0	0	5	0	1	0
[129]	-0-	10	1	1	14	1	0	2
[129]	-1-	5	0	0	6	0	1	0
[241]	-0-	0	0	0	1	0	1	0
[135]	-0-	16	0	1	19	1	0	2
[175]	-0-	1	0	0	2	0	1	0
[175]	-1-	2	0	0	3	0	1	0
[175]	-2-	7	0	0	8	0	1	0
[175]	-3-	6	0	0	7	0	1	0
[175]	-4-	3	0	0	4	0	1	0
[175]	-5-	4	0	0	5	0	1	0
[175]	-6-	2	0	0	3	0	1	0
[175]	-7-	0	0	0	1	0	1	0
[175]	-8-	1	0	0	2	0	1	0
[175]	-9-	1	0	0	2	0	1	0
[175]	-10-	2	0	0	3	0	1	0
[717]	-0-	2	0	0	3	0	1	0
[727]	-0-	38	0	0	57	6	1	0
[848]	-0-	34	0	0	39	1	1	1
[152]	-0-	17	1	1	21	1	0	2
[152]	-1-	14	0	0	15	0	1	0
[791]	-0-	0	0	0	1	0	1	0
[298]	-0-	2	0	0	3	0	1	1
[592]	-0-	12	0	0	13	0	1	0
[592]	-1-	0	0	0	1	0	1	0
[592]	-2-	0	0	0	1	0	1	0
[592]	-3-	1	0	0	2	0	1	0
[696]	-0-	1	0	0	2	0	1	0
[696]	-1-	9	0	0	10	0	1	0
[696]	-2-	0	0	0	1	0	1	0
[355]	-0-	1	0	0	2	0	1	1
[846]	-0-	14	0	0	19	1	1	0
[835]	-0-	9	0	0	14	1	1	1
[57]	-0-	7	0	1	10	1	0	2
[777]	-0-	4	0	0	5	0	1	0
[777]	-1-	0	0	0	1	0	1	0
[777]	-2-	1	0	0	2	0	1	0
[463]	-0-	9	0	0	14	1	1	0
[420]	-0-	5	0	0	10	1	1	1
[333]	-0-	2	0	0	3	0	1	1
[73]	-0-	8	0	1	11	1	0	2
[579]	-0-	20	0	0	21	0	1	0
[342]	-0-	0	0	0	1	0	1	0
[883]	-0-	10	0	0	15	1	1	0
[171]	-0-	5	1	1	9	1	0	1
[171]	-1-	31	0	0	32	0	1	0
[307]	-0-	1	0	0	2	0	1	1
[600]	-0-	1	0	0	2	0	1	0
[803]	-0-	12	0	0	17	1	1	1
[203]	-0-	1	0	0	2	0	1	0
[649]	-0-	0	0	0	1	0	1	0
[649]	-1-	3	0	0	4	0	1	0
[652]	-0-	7	0	0	11	1	1	0
[111]	-0-	14	0	1	17	1	0	2
[204]	-0-	0	0	0	1	0	1	0
[769]	-0-	1	0	0	2	0	1	0
[246]	-0-	1	0	0	2	0	1	1
[903]	-0-	7	0	0	12	1	1	1
[566]	-0-	7	0	0	12	1	1	0
[60]	-0-	7	1	1	11	1	0	2
[60]	-1-	5	0	0	6	0	1	0
[836]	-0-	22	0	0	25	1	1	0
[836]	-1-	0	0	0	1	0	1	0
[170]	-0-	14	0	1	17	1	0	2
[249]	-0-	2	0	0	3	0	1	1
[834]	-0-	8	0	0	13	1	1	0
[899]	-0-	18	0	0	23	1	1	0
[212]	-0-	0	0	0	1	0	1	0
[367]	-0-	1	0	0	2	0	1	1
[884]	-0-	10	0	0	14	1	1	0
[750]	-0-	17	0	0	26	2	1	0
[558]	-0-	3	0	0	8	1	1	0
[118]	-0-	21	0	1	24	1	0	1
[838]	-0-	50	0	0	55	1	1	0
[895]	-0-	28	0	0	36	2	1	0
[471]	-0-	2	0	0	7	1	1	0
[851]	-0-	5	0	0	10	1	1	0
[499]	-0-	18	0	0	23	1	1	0
[554]	-0-	6	0	0	11	1	1	0
[96]	-0-	38	1	0	42	1	1	0
[96]	-1-	4	0	1	5	0	0	0
[478]	-0-	25	0	0	33	2	1	0
[891]	-0-	9	0	0	14	1	1	0
[489]	-0-	1	0	0	2	0	1	0
[757]	-0-	6	0	0	10	1	1	1
[102]	-0-	9	0	1	12	1	0	1
[850]	-0-	9	0	0	14	1	1	1
[496]	-0-	12	0	0	17	1	1	0
[507]	-0-	13	0	0	18	1	1	1
[113]	-0-	13	0	1	16	1	0	1
[859]	-0-	9	0	0	14	1	1	1
[805]	-0-	12	0	0	17	1	1	1
[813]	-0-	16	0	0	21	1	1	0
[444]	-0-	21	0	0	26	1	1	1
[914]	-0-	0	0	0	1	0	1	0
[776]	-0-	1	0	0	2	0	1	0
[776]	-1-	3	0	0	4	0	1	0
[776]	-2-	0	0	0	1	0	1	0
[174]	-0-	7	0	0	11	1	1	0
[174]	-1-	5	0	0	6	0	1	0
[174]	-2-	2	0	0	3	0	1	0
[174]	-3-	3	0	0	4	0	1	0
[174]	-4-	3	0	0	4	0	1	0
[174]	-5-	2	0	0	3	0	1	0
[849]	-0-	10	0	0	15	1	1	1
[705]	-0-	10	0	0	15	1	1	0
[78]	-0-	9	0	1	12	1	0	2
[503]	-0-	12	0	0	17	1	1	0
[804]	-0-	14	0	0	19	1	1	0
[488]	-0-	1	0	0	2	0	1	0
[582]	-0-	0	0	0	1	0	1	0
[582]	-1-	0	0	0	1	0	1	0
[582]	-2-	0	0	0	1	0	1	0
[755]	-0-	20	0	0	25	1	1	0
[479]	-0-	12	0	0	16	1	1	0
[479]	-1-	5	0	0	6	0	1	0
[479]	-2-	3	0	0	4	0	1	0
[479]	-3-	3	0	0	4	0	1	0
[479]	-4-	2	0	0	3	0	1	0
[133]	-0-	4	0	1	7	1	0	0
[150]	-0-	55	1	1	59	1	0	2
[150]	-1-	7	0	0	8	0	1	0
[450]	-0-	4	0	0	9	1	1	1
[53]	-0-	15	0	1	18	1	0	2
[162]	-0-	13	1	1	17	1	0	1
[162]	-1-	15	0	0	16	0	1	0
[393]	-0-	1	0	0	2	0	1	1
[487]	-0-	5	0	0	6	0	1	0
[754]	-0-	12	0	0	17	1	1	0
[858]	-0-	9	0	0	14	1	1	1
[462]	-0-	4	0	0	5	0	1	0
[462]	-1-	1	0	0	2	0	1	0
[462]	-2-	4	0	0	5	0	1	0
[462]	-3-	0	0	0	1	0	1	0
[462]	-4-	1	0	0	2	0	1	0
[476]	-0-	0	0	0	1	0	1	0
[749]	-0-	2	0	0	3	0	1	0
[749]	-1-	0	0	0	1	0	1	0
[586]	-0-	14	0	0	19	1	1	0
[578]	-0-	14	0	0	15	0	1	0
[578]	-1-	3	0	0	4	0	1	0
[578]	-2-	0	0	0	1	0	1	0
[770]	-0-	3	0	0	8	1	1	0
[756]	-0-	34	0	0	46	3	1	0
[493]	-0-	19	0	0	22	1	1	0
[493]	-1-	0	0	0	1	0	1	0
[504]	-0-	11	0	0	15	1	1	0
[166]	-0-	6	0	1	9	1	0	1
[149]	-0-	14	0	1	17	1	0	1
[263]	-0-	1	0	0	2	0	1	1
[337]	-0-	1	0	0	2	0	1	1
[703]	-0-	6	0	0	11	1	1	0
[419]	-0-	4	0	0	5	0	1	0
[419]	-1-	8	0	0	9	0	1	0
[419]	-2-	0	0	0	1	0	1	0
[419]	-3-	2	0	0	3	0	1	0
[419]	-4-	0	0	0	1	0	1	0
[419]	-5-	0	0	0	1	0	1	0
[419]	-6-	0	0	0	1	0	1	0
[419]	-7-	1	0	0	2	0	1	0
[812]	-0-	8	0	0	13	1	1	1
[173]	-0-	22	1	0	26	1	1	1
[173]	-1-	5	0	1	6	0	0	0
[101]	-0-	17	1	0	21	1	1	1
[101]	-1-	2	0	1	3	0	0	0
[441]	-0-	5	0	0	10	1	1	0
[909]	-0-	8	0	0	13	1	1	0
[667]	-0-	2	0	0	3	0	1	0
[146]	-0-	10	0	1	13	1	0	1
[707]	-0-	1	0	0	2	0	1	0
[707]	-1-	5	0	0	6	0	1	0
[187]	-0-	0	0	0	1	0	1	0
[810]	-0-	5	0	0	10	1	1	0
[857]	-0-	6	0	0	11	1	1	0
[502]	-0-	7	0	0	11	1	1	0
[502]	-1-	0	0	0	1	0	1	0
